id,country,object_type,launch_year,altitude_km,orbit_type,status
3774,India,Payload,1993,31548.83,GEO,Inactive
3775,Germany,Debris,2004,27903.89,GEO,Active
3776,Germany,Debris,2019,10649.84,MEO,Inactive
3777,UAE,Debris,1990,31460.72,GEO,Active
3778,Russia,Payload,1979,1802.1,LEO,Active
3779,India,Debris,2022,26766.48,GEO,Inactive
3780,Canada,Debris,1962,27597.52,GEO,Inactive
3781,Brazil,Rocket Body,1981,3834.73,MEO,Active
3782,Japan,Rocket Body,2020,3157.2,MEO,Inactive
3783,India,Payload,1982,18345.57,MEO,Active
3784,Canada,Rocket Body,2003,2326.48,MEO,Active
3785,Japan,Debris,1974,4989.11,MEO,Active
3786,France,Debris,1976,24550.12,GEO,Inactive
3787,United States,Payload,1996,4162.03,MEO,Inactive
3788,China,Payload,1984,20897.66,GEO,Active
3789,Canada,Payload,1966,14019.34,MEO,Active
3790,UAE,Payload,2008,23181.87,GEO,Active
3791,Japan,Debris,1961,9604.82,MEO,Active
3792,Japan,Debris,2001,2011.1,MEO,Active
3793,France,Debris,1982,29665.45,GEO,Active
3794,United States,Payload,1997,25389.23,GEO,Inactive
3795,France,Rocket Body,2019,15525.0,MEO,Active
3796,Russia,Payload,1976,34466.96,GEO,Inactive
3797,Japan,Payload,2003,8954.87,MEO,Active
3798,France,Payload,2012,21044.62,GEO,Active
3799,France,Rocket Body,1996,3534.7,MEO,Inactive
3800,United Kingdom,Rocket Body,1965,12143.47,MEO,Active
3801,Japan,Payload,2006,13316.67,MEO,Inactive
3802,Germany,Debris,2011,6313.5,MEO,Active
3803,Russia,Payload,1976,28359.52,GEO,Active
3804,Australia,Rocket Body,2010,15442.12,MEO,Inactive
3805,United States,Rocket Body,2025,31045.86,GEO,Inactive
3806,France,Payload,1969,30147.53,GEO,Active
3807,Canada,Debris,2008,2373.73,MEO,Inactive
3808,India,Payload,1979,29790.65,GEO,Active
3809,India,Rocket Body,1999,29425.44,GEO,Active
3810,Brazil,Debris,2014,31217.62,GEO,Active
3811,UAE,Payload,2016,4426.57,MEO,Active
3812,Russia,Debris,1985,3687.66,MEO,Active
3813,Germany,Debris,1977,20718.82,GEO,Inactive
3814,Canada,Rocket Body,2010,8861.8,MEO,Active
3815,Russia,Payload,2016,1575.26,LEO,Active
3816,Australia,Payload,2004,21041.04,GEO,Active
3817,United Kingdom,Payload,1995,14360.64,MEO,Active
3818,Australia,Payload,1968,25138.06,GEO,Inactive
3819,Brazil,Debris,2007,17215.73,MEO,Inactive
3820,France,Payload,1965,21485.79,GEO,Active
3821,South Korea,Payload,2024,22271.06,GEO,Inactive
3822,South Korea,Payload,1985,11876.55,MEO,Active
3823,Canada,Debris,1967,2990.62,MEO,Active
3824,South Korea,Debris,2020,30050.22,GEO,Active
3825,Israel,Rocket Body,1999,28104.83,GEO,Active
3826,Germany,Payload,2011,6790.29,MEO,Inactive
3827,India,Debris,1980,8356.12,MEO,Active
3828,Russia,Payload,1972,27363.29,GEO,Active
3829,Russia,Debris,1967,29175.06,GEO,Inactive
3830,Italy,Payload,2011,12820.43,MEO,Active
3831,India,Rocket Body,1963,34929.32,GEO,Active
3832,India,Debris,1967,19390.06,MEO,Inactive
3833,Germany,Rocket Body,2019,28221.8,GEO,Inactive
3834,Japan,Debris,1971,7707.43,MEO,Inactive
3835,Italy,Payload,2003,25094.63,GEO,Inactive
3836,Italy,Rocket Body,2020,29504.96,GEO,Active
3837,Israel,Payload,1965,18485.51,MEO,Inactive
3838,United States,Debris,1976,1652.81,LEO,Active
3839,China,Debris,1991,33124.59,GEO,Inactive
3840,India,Payload,2015,9800.46,MEO,Inactive
3841,Germany,Payload,1991,17516.9,MEO,Active
3842,Germany,Payload,2008,9806.19,MEO,Active
3843,Japan,Payload,2006,35041.63,GEO,Inactive
3844,Brazil,Payload,1990,2070.8,MEO,Inactive
3845,Russia,Payload,2009,23838.48,GEO,Inactive
3846,Brazil,Payload,1971,33243.93,GEO,Inactive
3847,Israel,Debris,1967,26368.2,GEO,Active
3848,South Korea,Payload,1992,26187.13,GEO,Active
3849,Italy,Payload,1967,4788.8,MEO,Inactive
3850,Australia,Rocket Body,1990,34394.1,GEO,Inactive
3851,Italy,Payload,1985,17112.47,MEO,Active
3852,Germany,Debris,2018,10512.16,MEO,Inactive
3853,Brazil,Payload,2005,18244.66,MEO,Inactive
3854,India,Payload,1966,28025.38,GEO,Inactive
3855,China,Debris,1988,13579.91,MEO,Inactive
3856,Australia,Rocket Body,2009,4375.91,MEO,Active
3857,Australia,Payload,1985,6546.02,MEO,Inactive
3858,Germany,Payload,2003,26029.11,GEO,Inactive
3859,United Kingdom,Debris,2025,8817.73,MEO,Active
3860,United States,Payload,1977,7118.4,MEO,Inactive
3861,Japan,Debris,2009,33442.32,GEO,Inactive
3862,Italy,Debris,2004,22221.57,GEO,Active
3863,UAE,Debris,1992,4011.35,MEO,Inactive
3864,UAE,Payload,1977,33663.41,GEO,Inactive
3865,China,Debris,1986,29246.77,GEO,Active
3866,France,Payload,2017,30299.12,GEO,Active
3867,Italy,Debris,1986,12080.26,MEO,Active
3868,United States,Debris,1990,28406.97,GEO,Inactive
3869,South Korea,Debris,2013,32493.16,GEO,Inactive
3870,Japan,Payload,1997,9633.54,MEO,Active
3871,UAE,Payload,1977,23533.93,GEO,Active
3872,UAE,Debris,1997,2392.19,MEO,Inactive
3873,Brazil,Debris,1965,32753.31,GEO,Active
3874,Japan,Rocket Body,2004,3627.02,MEO,Active
3875,Russia,Payload,1983,32618.2,GEO,Active
3876,Canada,Payload,1971,4636.63,MEO,Active
3877,Canada,Rocket Body,1999,3759.02,MEO,Active
3878,Brazil,Rocket Body,1965,22671.46,GEO,Active
3879,United States,Payload,1963,27066.76,GEO,Inactive
3880,Israel,Debris,2011,16891.84,MEO,Inactive
3881,Italy,Payload,1988,22295.26,GEO,Active
3882,United States,Payload,1986,18191.44,MEO,Inactive
3883,South Korea,Debris,2008,9499.62,MEO,Active
3884,Canada,Rocket Body,1984,32807.17,GEO,Active
3885,Israel,Payload,2006,21063.62,GEO,Inactive
3886,Germany,Payload,1975,13380.16,MEO,Active
3887,China,Debris,1990,35221.66,GEO,Active
3888,Canada,Debris,1983,22849.15,GEO,Active
3889,Israel,Debris,1972,3778.02,MEO,Inactive
3890,Australia,Debris,1984,30758.68,GEO,Active
3891,Australia,Rocket Body,2009,4305.73,MEO,Active
3892,China,Debris,1980,31047.4,GEO,Inactive
3893,India,Payload,1968,27604.24,GEO,Inactive
3894,Italy,Debris,2014,28155.52,GEO,Inactive
3895,South Korea,Rocket Body,1998,28727.33,GEO,Active
3896,Japan,Payload,2011,7172.36,MEO,Inactive
3897,Israel,Payload,1966,20061.55,GEO,Active
3898,Russia,Debris,1996,24211.03,GEO,Active
3899,Canada,Rocket Body,1986,20822.34,GEO,Inactive
3900,Israel,Debris,1960,6705.85,MEO,Inactive
3901,UAE,Debris,2017,18254.3,MEO,Active
3902,Canada,Debris,1996,6056.38,MEO,Active
3903,Japan,Payload,2000,1763.18,LEO,Active
3904,Russia,Payload,1991,18190.39,MEO,Active
3905,Italy,Payload,1993,3374.58,MEO,Inactive
3906,China,Debris,2006,19587.0,MEO,Active
3907,United Kingdom,Debris,1960,18801.27,MEO,Active
3908,India,Debris,2005,24818.28,GEO,Active
3909,China,Debris,1990,20100.64,GEO,Active
3910,Brazil,Debris,1965,1951.11,LEO,Active
3911,Brazil,Debris,2017,8446.91,MEO,Active
3912,United Kingdom,Payload,1989,28358.04,GEO,Active
3913,Italy,Payload,1988,16006.07,MEO,Active
3914,Australia,Payload,1991,14676.26,MEO,Active
3915,United Kingdom,Payload,2021,13723.48,MEO,Inactive
3916,South Korea,Debris,1988,11508.44,MEO,Active
3917,Israel,Debris,2009,12524.59,MEO,Active
3918,China,Payload,1973,22756.8,GEO,Active
3919,Israel,Payload,1981,24261.8,GEO,Inactive
3920,Russia,Payload,2011,2275.32,MEO,Inactive
3921,Canada,Rocket Body,1977,6475.51,MEO,Active
3922,UAE,Payload,1963,3217.4,MEO,Active
3923,UAE,Debris,1979,30982.03,GEO,Inactive
3924,France,Debris,1988,20300.09,GEO,Active
3925,UAE,Payload,1969,27806.17,GEO,Active
3926,Israel,Debris,2006,25841.25,GEO,Active
3927,Italy,Payload,1974,6123.12,MEO,Active
3928,UAE,Payload,1964,30598.64,GEO,Active
3929,France,Debris,2019,7706.24,MEO,Active
3930,UAE,Payload,1991,18595.16,MEO,Inactive
3931,France,Debris,1960,18262.23,MEO,Active
3932,Japan,Debris,1972,28145.7,GEO,Inactive
3933,Japan,Debris,1988,8149.95,MEO,Inactive
3934,South Korea,Payload,1990,15303.46,MEO,Active
3935,Brazil,Payload,2008,23076.22,GEO,Active
3936,United Kingdom,Payload,2007,23484.71,GEO,Active
3937,Italy,Rocket Body,2017,19080.32,MEO,Active
3938,Russia,Payload,1979,2710.38,MEO,Active
3939,Brazil,Payload,1988,32098.17,GEO,Active
3940,UAE,Debris,1970,33469.59,GEO,Inactive
3941,Japan,Payload,1981,27682.67,GEO,Active
3942,Canada,Debris,1966,11695.58,MEO,Inactive
3943,France,Debris,1993,10610.38,MEO,Active
3944,Japan,Payload,1994,11858.99,MEO,Active
3945,South Korea,Payload,2000,11029.88,MEO,Active
3946,Canada,Payload,2018,13420.45,MEO,Inactive
3947,Canada,Debris,2016,13501.3,MEO,Inactive
3948,South Korea,Payload,1974,30033.32,GEO,Inactive
3949,Israel,Payload,2014,9965.38,MEO,Inactive
3950,South Korea,Payload,1991,19727.29,MEO,Active
3951,Australia,Payload,2006,20882.49,GEO,Inactive
3952,Germany,Payload,2003,7418.08,MEO,Inactive
3953,Brazil,Debris,2016,12989.61,MEO,Inactive
3954,France,Payload,2004,17683.12,MEO,Inactive
3955,France,Rocket Body,2001,14382.01,MEO,Inactive
3956,South Korea,Debris,2000,9665.49,MEO,Active
3957,Canada,Payload,1964,25817.77,GEO,Inactive
3958,United Kingdom,Debris,1987,25156.9,GEO,Inactive
3959,China,Debris,1999,4065.05,MEO,Active
3960,United Kingdom,Payload,1972,13677.13,MEO,Active
3961,Italy,Payload,1971,23116.32,GEO,Inactive
3962,Brazil,Debris,2021,2365.52,MEO,Inactive
3963,Japan,Payload,2011,10042.59,MEO,Inactive
3964,United States,Rocket Body,1983,23191.75,GEO,Inactive
3965,United States,Debris,1984,14817.76,MEO,Active
3966,Brazil,Payload,1996,21971.56,GEO,Inactive
3967,United Kingdom,Rocket Body,1969,7351.65,MEO,Inactive
3968,Russia,Debris,2004,11354.24,MEO,Active
3969,UAE,Debris,1980,35718.99,GEO,Inactive
3970,United Kingdom,Payload,2015,12032.19,MEO,Active
3971,United States,Payload,2017,32761.91,GEO,Inactive
3972,South Korea,Payload,1974,19775.54,MEO,Active
3973,Israel,Debris,2007,10288.61,MEO,Inactive
3974,France,Payload,1976,17077.88,MEO,Active
3975,South Korea,Payload,2021,15244.94,MEO,Active
3976,Russia,Payload,2020,30440.71,GEO,Inactive
3977,France,Payload,1990,14555.91,MEO,Active
3978,Canada,Debris,1980,25291.01,GEO,Inactive
3979,United Kingdom,Debris,2011,21403.17,GEO,Active
3980,Brazil,Rocket Body,2006,17839.48,MEO,Active
3981,France,Debris,1979,31060.71,GEO,Inactive
3982,Germany,Debris,2002,25877.63,GEO,Active
3983,United States,Debris,1994,11628.61,MEO,Active
3984,United Kingdom,Payload,1987,3716.37,MEO,Active
3985,Russia,Debris,2012,8220.76,MEO,Active
3986,Israel,Payload,1993,27649.78,GEO,Active
3987,France,Payload,1991,24152.59,GEO,Active
3988,India,Payload,1972,28961.56,GEO,Active
3989,United Kingdom,Rocket Body,1981,751.53,LEO,Inactive
3990,Italy,Debris,2012,13266.63,MEO,Inactive
3991,Canada,Debris,1995,3153.55,MEO,Active
3992,Israel,Debris,1972,2044.66,MEO,Active
3993,Canada,Payload,1977,14085.18,MEO,Active
3994,Canada,Payload,1994,4648.93,MEO,Inactive
3995,United Kingdom,Debris,1968,32776.02,GEO,Active
3996,Italy,Debris,1970,1236.61,LEO,Inactive
3997,Brazil,Payload,1973,3318.57,MEO,Inactive
3998,Brazil,Payload,2017,34743.28,GEO,Inactive
3999,Japan,Rocket Body,1977,35957.51,GEO,Active
4000,Japan,Debris,1980,4129.83,MEO,Inactive
4001,Japan,Debris,1966,35929.22,GEO,Active
4002,UAE,Debris,1984,29073.41,GEO,Active
4003,Germany,Debris,1985,27158.65,GEO,Active
4004,France,Payload,1992,10114.77,MEO,Inactive
4005,United States,Payload,2017,14187.5,MEO,Inactive
4006,Italy,Debris,2011,7402.34,MEO,Active
4007,UAE,Payload,2005,7498.76,MEO,Active
4008,China,Debris,1965,12125.37,MEO,Inactive
4009,UAE,Payload,1995,7153.18,MEO,Active
4010,China,Payload,1960,9951.46,MEO,Inactive
4011,UAE,Debris,2023,20675.98,GEO,Active
4012,France,Payload,2017,19968.55,MEO,Inactive
4013,Brazil,Debris,1977,253.11,LEO,Active
4014,South Korea,Payload,1977,4571.68,MEO,Inactive
4015,France,Rocket Body,1975,34372.07,GEO,Active
4016,United States,Payload,1994,30467.87,GEO,Inactive
4017,India,Rocket Body,2000,32692.42,GEO,Inactive
4018,Brazil,Payload,1989,25939.98,GEO,Inactive
4019,United Kingdom,Payload,2020,28199.33,GEO,Active
4020,South Korea,Payload,2012,25739.61,GEO,Active
4021,Israel,Payload,1985,8915.57,MEO,Active
4022,United Kingdom,Debris,2022,31441.21,GEO,Active
4023,Germany,Debris,1961,12342.42,MEO,Active
4024,Brazil,Payload,2007,24898.31,GEO,Inactive
4025,Japan,Debris,2014,14510.42,MEO,Active
4026,Italy,Payload,2007,28545.65,GEO,Inactive
4027,Australia,Debris,2007,26194.51,GEO,Active
4028,Israel,Debris,1963,10176.75,MEO,Inactive
4029,United States,Payload,2024,4524.78,MEO,Active
4030,China,Payload,1987,9174.0,MEO,Inactive
4031,China,Rocket Body,1980,33318.88,GEO,Active
4032,United Kingdom,Payload,1968,5332.08,MEO,Active
4033,South Korea,Debris,1964,19396.03,MEO,Active
4034,India,Debris,2009,18921.88,MEO,Inactive
4035,United Kingdom,Payload,2015,15585.61,MEO,Inactive
4036,China,Payload,1981,26244.55,GEO,Inactive
4037,China,Debris,1994,11334.75,MEO,Active
4038,Brazil,Payload,2009,8942.54,MEO,Active
4039,Israel,Debris,2003,7700.54,MEO,Inactive
4040,Italy,Payload,1989,8298.05,MEO,Inactive
4041,United Kingdom,Debris,2013,20096.91,GEO,Active
4042,Brazil,Debris,1974,8971.79,MEO,Inactive
4043,France,Payload,1966,13857.93,MEO,Active
4044,UAE,Debris,2017,5924.89,MEO,Active
4045,China,Payload,2018,34585.45,GEO,Inactive
4046,Germany,Payload,2003,31901.37,GEO,Inactive
4047,South Korea,Payload,1971,12726.48,MEO,Inactive
4048,Germany,Payload,1973,34454.59,GEO,Active
4049,Italy,Payload,1985,16907.78,MEO,Inactive
4050,Germany,Payload,1969,18929.04,MEO,Inactive
4051,Russia,Debris,1982,31946.8,GEO,Active
4052,UAE,Debris,1989,35933.58,GEO,Active
4053,Brazil,Payload,2025,28135.1,GEO,Active
4054,Canada,Payload,2014,28728.9,GEO,Inactive
4055,Russia,Debris,2022,33535.54,GEO,Active
4056,China,Debris,2003,23572.86,GEO,Inactive
4057,Italy,Debris,2018,26543.16,GEO,Active
4058,Germany,Payload,2017,9501.9,MEO,Inactive
4059,Brazil,Debris,2013,2915.33,MEO,Active
4060,South Korea,Debris,2012,32246.1,GEO,Active
4061,South Korea,Payload,2010,12085.58,MEO,Inactive
4062,Israel,Payload,1971,6156.59,MEO,Inactive
4063,UAE,Payload,2006,34048.0,GEO,Active
4064,China,Payload,2011,28236.88,GEO,Active
4065,Canada,Payload,1988,4295.97,MEO,Active
4066,Italy,Payload,1960,7708.79,MEO,Inactive
4067,Australia,Debris,1990,32450.8,GEO,Active
4068,China,Payload,2010,7191.37,MEO,Active
4069,Italy,Debris,1992,21876.25,GEO,Inactive
4070,Israel,Payload,2001,11600.35,MEO,Active
4071,United States,Payload,2009,12720.83,MEO,Active
4072,Russia,Payload,2010,35417.5,GEO,Active
4073,India,Payload,1994,14540.23,MEO,Active
4074,Canada,Payload,1984,13018.78,MEO,Active
4075,Canada,Payload,1977,26231.34,GEO,Active
4076,Japan,Debris,2003,28332.86,GEO,Inactive
4077,Israel,Rocket Body,2002,18853.05,MEO,Inactive
4078,Japan,Debris,1975,33152.81,GEO,Inactive
4079,Brazil,Debris,1992,35795.61,GEO,Inactive
4080,China,Debris,1979,7826.45,MEO,Active
4081,Italy,Payload,1967,34047.24,GEO,Active
4082,South Korea,Debris,1988,10575.82,MEO,Inactive
4083,Canada,Debris,1979,12617.55,MEO,Active
4084,Italy,Payload,2016,4482.8,MEO,Active
4085,United Kingdom,Payload,2019,7357.32,MEO,Inactive
4086,United Kingdom,Payload,2013,2475.19,MEO,Active
4087,Canada,Debris,1971,9470.62,MEO,Inactive
4088,Australia,Payload,1963,16326.24,MEO,Active
4089,Canada,Debris,2004,8715.6,MEO,Active
4090,Germany,Rocket Body,2001,4077.02,MEO,Active
4091,Japan,Payload,1968,20035.14,GEO,Active
4092,United Kingdom,Payload,1967,30711.97,GEO,Active
4093,Canada,Rocket Body,2000,9024.91,MEO,Active
4094,Italy,Debris,1974,25260.89,GEO,Inactive
4095,South Korea,Payload,2020,22623.78,GEO,Active
4096,Germany,Debris,1983,22271.56,GEO,Inactive
4097,Japan,Payload,1982,3863.56,MEO,Active
4098,United Kingdom,Payload,2003,34178.57,GEO,Active
4099,South Korea,Payload,1997,34825.78,GEO,Active
4100,Japan,Debris,1967,3023.33,MEO,Active
4101,France,Debris,1978,5079.74,MEO,Inactive
4102,United States,Rocket Body,1967,18665.67,MEO,Inactive
4103,Israel,Payload,2021,4865.77,MEO,Active
4104,France,Payload,2014,20455.48,GEO,Active
4105,Canada,Debris,1966,28080.65,GEO,Inactive
4106,France,Payload,1982,4937.02,MEO,Active
4107,Canada,Payload,2017,10202.43,MEO,Active
4108,Brazil,Payload,1960,23049.13,GEO,Inactive
4109,United Kingdom,Debris,1969,8309.89,MEO,Active
4110,United Kingdom,Rocket Body,2003,14140.8,MEO,Active
4111,South Korea,Debris,1993,14359.2,MEO,Inactive
4112,Germany,Payload,2008,4977.11,MEO,Inactive
4113,France,Debris,1999,17357.57,MEO,Active
4114,UAE,Debris,2008,35334.79,GEO,Active
4115,Russia,Rocket Body,1990,20106.81,GEO,Active
4116,Brazil,Debris,1994,8589.82,MEO,Inactive
4117,Brazil,Payload,1987,34631.95,GEO,Inactive
4118,Israel,Rocket Body,2015,31393.8,GEO,Inactive
4119,Brazil,Payload,2022,2526.01,MEO,Active
4120,United States,Debris,2001,29093.95,GEO,Active
4121,China,Payload,1985,35076.82,GEO,Inactive
4122,Russia,Payload,1965,29887.67,GEO,Active
4123,India,Debris,1979,34343.19,GEO,Active
4124,India,Payload,2022,12327.79,MEO,Active
4125,United Kingdom,Payload,1967,10902.0,MEO,Active
4126,Australia,Payload,2003,26691.02,GEO,Inactive
4127,India,Payload,1971,11999.92,MEO,Active
4128,Australia,Rocket Body,2005,8188.85,MEO,Inactive
4129,Brazil,Payload,2025,21108.52,GEO,Active
4130,UAE,Debris,1964,31290.17,GEO,Inactive
4131,South Korea,Payload,1978,34138.18,GEO,Inactive
4132,United States,Payload,2019,19321.17,MEO,Inactive
4133,Japan,Payload,2005,13297.15,MEO,Active
4134,South Korea,Debris,1963,1373.33,LEO,Active
4135,UAE,Debris,2018,32721.92,GEO,Inactive
4136,Canada,Debris,1981,26194.3,GEO,Inactive
4137,Germany,Debris,1977,4489.16,MEO,Active
4138,Israel,Debris,1962,3078.9,MEO,Active
4139,UAE,Rocket Body,1992,13104.88,MEO,Active
4140,Germany,Debris,1964,31208.69,GEO,Active
4141,Canada,Debris,1971,25666.52,GEO,Active
4142,China,Rocket Body,2008,4267.21,MEO,Active
4143,France,Payload,2002,25549.13,GEO,Active
4144,United Kingdom,Debris,1997,28516.4,GEO,Inactive
4145,India,Debris,1997,4917.01,MEO,Inactive
4146,France,Debris,1993,1442.97,LEO,Inactive
4147,South Korea,Payload,2017,24276.99,GEO,Active
4148,South Korea,Payload,2023,28506.22,GEO,Active
4149,UAE,Debris,1972,14630.87,MEO,Inactive
4150,China,Debris,1963,12763.87,MEO,Active
4151,United Kingdom,Payload,1998,4783.4,MEO,Inactive
4152,China,Payload,1981,34118.5,GEO,Active
4153,Russia,Debris,2009,16946.03,MEO,Inactive
4154,United Kingdom,Debris,2024,9459.45,MEO,Active
4155,China,Rocket Body,2010,33695.26,GEO,Active
4156,Russia,Payload,2012,5608.0,MEO,Active
4157,United States,Rocket Body,2021,21662.28,GEO,Active
4158,South Korea,Debris,1968,400.3,LEO,Inactive
4159,Japan,Debris,2022,18576.0,MEO,Active
4160,Canada,Payload,2023,28901.89,GEO,Inactive
4161,UAE,Payload,2016,1315.39,LEO,Active
4162,Italy,Payload,2002,14042.61,MEO,Active
4163,Japan,Payload,1994,7676.18,MEO,Active
4164,Canada,Payload,2012,31796.08,GEO,Active
4165,United Kingdom,Debris,1967,12057.08,MEO,Active
4166,South Korea,Payload,1968,22492.91,GEO,Active
4167,Italy,Payload,2000,20417.83,GEO,Inactive
4168,Israel,Payload,1991,33557.75,GEO,Active
4169,South Korea,Payload,1999,8999.91,MEO,Inactive
4170,Canada,Debris,2015,23155.9,GEO,Inactive
4171,Germany,Payload,1991,27574.2,GEO,Inactive
4172,Germany,Rocket Body,1976,29450.73,GEO,Active
4173,Germany,Debris,2005,34505.58,GEO,Inactive
4174,France,Payload,1969,26581.35,GEO,Active
4175,India,Payload,1980,267.86,LEO,Inactive
4176,Australia,Payload,2005,21407.43,GEO,Inactive
4177,India,Debris,1979,13231.44,MEO,Inactive
4178,Canada,Debris,1990,7708.06,MEO,Active
4179,United Kingdom,Rocket Body,1975,16381.09,MEO,Inactive
4180,Canada,Debris,2003,12838.95,MEO,Active
4181,Brazil,Payload,2011,34461.97,GEO,Active
4182,Israel,Rocket Body,2008,24645.04,GEO,Active
4183,China,Payload,2007,26149.5,GEO,Inactive
4184,India,Rocket Body,2019,17275.59,MEO,Inactive
4185,UAE,Debris,1979,24948.56,GEO,Active
4186,United States,Debris,1987,15165.35,MEO,Active
4187,United States,Payload,1997,33077.23,GEO,Active
4188,United Kingdom,Payload,2011,19152.94,MEO,Active
4189,United States,Payload,2012,11005.27,MEO,Active
4190,Japan,Debris,1968,10847.69,MEO,Inactive
4191,Australia,Payload,1985,32501.08,GEO,Active
4192,Russia,Debris,1975,33616.5,GEO,Active
4193,India,Payload,1991,32678.05,GEO,Active
4194,South Korea,Debris,1963,30067.13,GEO,Inactive
4195,Japan,Debris,1960,24182.53,GEO,Inactive
4196,United States,Payload,1977,19370.52,MEO,Inactive
4197,China,Debris,2004,28426.55,GEO,Active
4198,Russia,Payload,2023,18874.46,MEO,Active
4199,South Korea,Debris,1995,7699.49,MEO,Inactive
4200,China,Rocket Body,1964,3572.25,MEO,Active
4201,Australia,Debris,2001,19845.03,MEO,Active
4202,Germany,Payload,2012,13451.97,MEO,Active
4203,Italy,Payload,1999,33631.44,GEO,Active
4204,Brazil,Payload,2010,30224.01,GEO,Inactive
4205,United Kingdom,Debris,1991,21649.06,GEO,Active
4206,Israel,Payload,2023,30717.41,GEO,Active
4207,Brazil,Payload,1982,26471.27,GEO,Active
4208,UAE,Debris,2016,19918.02,MEO,Active
4209,Canada,Debris,1963,23238.4,GEO,Inactive
4210,Italy,Payload,1987,34828.51,GEO,Active
4211,South Korea,Payload,1968,1724.2,LEO,Active
4212,Canada,Payload,1973,3813.74,MEO,Active
4213,Brazil,Payload,2011,31648.71,GEO,Inactive
4214,Canada,Debris,1992,6747.91,MEO,Active
4215,China,Payload,2024,11297.36,MEO,Active
4216,Japan,Rocket Body,2010,26544.32,GEO,Active
4217,India,Debris,1994,17672.79,MEO,Inactive
4218,South Korea,Debris,1962,5072.32,MEO,Active
4219,Russia,Debris,1960,21988.99,GEO,Active
4220,Russia,Rocket Body,1990,16893.7,MEO,Active
4221,Germany,Payload,1980,2189.0,MEO,Inactive
4222,Japan,Debris,2001,19974.26,MEO,Active
4223,France,Payload,1960,26175.97,GEO,Active
4224,United Kingdom,Debris,2011,29923.67,GEO,Inactive
4225,United Kingdom,Payload,1984,30844.48,GEO,Active
4226,France,Payload,1995,2193.92,MEO,Inactive
4227,Canada,Debris,1998,6914.1,MEO,Active
4228,United Kingdom,Debris,2002,3796.03,MEO,Inactive
4229,UAE,Payload,1971,26025.38,GEO,Active
4230,Italy,Debris,1985,12648.01,MEO,Inactive
4231,China,Payload,1974,11153.29,MEO,Inactive
4232,Australia,Payload,1985,14113.0,MEO,Inactive
4233,Germany,Payload,2003,23156.48,GEO,Active
4234,China,Payload,1983,28063.04,GEO,Active
4235,United States,Debris,2005,18870.2,MEO,Active
4236,France,Debris,1978,15023.36,MEO,Active
4237,Canada,Debris,2009,4832.59,MEO,Active
4238,Russia,Debris,1985,4022.34,MEO,Active
4239,Australia,Debris,1977,29068.11,GEO,Active
4240,United Kingdom,Debris,2008,25471.51,GEO,Inactive
4241,Israel,Debris,1978,11901.79,MEO,Active
4242,UAE,Rocket Body,2022,4956.84,MEO,Active
4243,Brazil,Payload,2012,9685.13,MEO,Active
4244,France,Debris,1969,4725.51,MEO,Inactive
4245,Germany,Debris,1992,2942.62,MEO,Inactive
4246,UAE,Rocket Body,1990,6091.61,MEO,Inactive
4247,Canada,Payload,1961,33049.88,GEO,Inactive
4248,South Korea,Payload,1974,14805.56,MEO,Active
4249,Japan,Payload,2017,22657.02,GEO,Active
4250,Australia,Debris,1980,9519.61,MEO,Active
4251,India,Debris,2006,10811.88,MEO,Inactive
4252,South Korea,Debris,1985,4920.38,MEO,Active
4253,Israel,Debris,2006,34065.47,GEO,Inactive
4254,United Kingdom,Debris,1973,3381.18,MEO,Active
4255,Germany,Debris,1977,35610.82,GEO,Active
4256,UAE,Payload,1995,15493.58,MEO,Active
4257,Russia,Debris,1999,35256.47,GEO,Inactive
4258,Japan,Debris,2001,17215.93,MEO,Active
4259,France,Debris,1975,18134.36,MEO,Active
4260,Italy,Debris,2014,19095.71,MEO,Active
4261,Russia,Payload,1994,21958.17,GEO,Active
4262,France,Payload,1999,18850.53,MEO,Active
4263,Canada,Debris,1987,7782.05,MEO,Inactive
4264,India,Payload,1982,25368.22,GEO,Inactive
4265,China,Rocket Body,1991,19920.58,MEO,Active
4266,Canada,Payload,1997,23922.36,GEO,Active
4267,Israel,Payload,2022,11419.71,MEO,Active
4268,Israel,Payload,2020,15189.79,MEO,Inactive
4269,South Korea,Payload,1981,28503.13,GEO,Active
4270,Brazil,Payload,1980,27569.52,GEO,Inactive
4271,India,Debris,1992,4388.6,MEO,Inactive
4272,Israel,Payload,2005,33813.13,GEO,Active
4273,Israel,Payload,2004,22478.63,GEO,Active
4274,United States,Debris,2000,8062.63,MEO,Inactive
4275,Australia,Payload,1974,35785.89,GEO,Inactive
4276,Italy,Payload,2001,863.48,LEO,Active
4277,United Kingdom,Debris,1997,18849.99,MEO,Active
4278,Russia,Payload,1980,30353.75,GEO,Active
4279,Germany,Payload,1968,3042.14,MEO,Active
4280,Israel,Debris,1998,33716.31,GEO,Active
4281,India,Payload,1995,26382.48,GEO,Active
4282,Italy,Debris,2016,27115.32,GEO,Inactive
4283,Japan,Debris,2013,3045.35,MEO,Active
4284,United Kingdom,Payload,2000,11414.97,MEO,Inactive
4285,Italy,Debris,2006,14628.21,MEO,Inactive
4286,Germany,Debris,2001,30868.29,GEO,Active
4287,Japan,Rocket Body,1962,31846.98,GEO,Active
4288,United States,Payload,1965,32349.93,GEO,Active
