id,country,object_type,launch_year,growth_year,altitude_km,min_altitude_km,max_altitude_km,orbit_type,status,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40
10944,Canada,Debris,1992,1992,33739.41,33711.96,33785.88,GEO,Inactive,115.28,591.65,287.73,837.21,249.17,597.97,127.5,918.51,411.73,666.7,983.8,782.17,813.03,208.61,994.25,120.07,432.39,250.88,917.25,308.22,839.8,144.95,150.0,261.22,748.16,516.47,649.41,24.88,998.12,478.98,353.83,645.39,12.27,570.26,260.26,852.15,927.49,716.53,530.32,191.72
10945,Brazil,Rocket Body,1994,1994,26651.76,26638.76,26680.39,GEO,Inactive,615.69,987.33,862.96,860.54,948.09,863.09,51.38,664.87,33.21,348.76,159.1,862.95,396.88,775.43,250.39,530.04,495.45,193.16,1.39,453.56,895.85,232.78,71.31,804.67,75.53,404.77,430.08,871.06,769.19,428.96,706.3,944.19,208.53,735.22,606.41,459.14,4.85,836.44,577.08,671.02
10946,Germany,Rocket Body,2004,2004,320.74,297.76,365.25,LEO,Active,982.46,702.28,909.61,988.85,253.98,173.17,119.39,259.91,961.11,594.24,264.49,637.91,40.9,388.95,932.64,709.72,501.31,650.75,571.64,243.01,417.77,473.7,27.8,628.95,660.05,359.29,291.71,12.06,138.48,71.16,638.72,495.4,794.58,579.28,719.5,647.12,470.88,695.71,137.21,595.5
10947,Germany,Rocket Body,1992,1992,18899.98,18878.86,18904.21,MEO,Active,650.89,242.37,128.09,734.43,437.28,689.72,950.08,652.46,381.88,421.6,772.45,557.59,704.7,564.25,538.79,299.1,48.32,428.74,310.76,992.29,909.31,997.5,111.71,506.86,168.37,368.96,742.46,654.15,485.29,469.11,845.72,138.2,344.2,90.27,43.7,63.83,213.93,570.74,863.34,922.44
10948,UAE,Rocket Body,2003,2003,30614.06,30593.19,30655.86,GEO,Inactive,529.23,89.33,103.9,39.21,385.31,878.34,747.81,57.2,469.54,734.5,244.28,550.09,659.36,312.28,877.02,667.77,309.66,33.89,760.01,875.56,511.93,832.64,278.38,203.52,967.56,629.92,604.76,242.16,947.83,414.88,16.94,911.36,102.4,645.68,962.55,162.87,283.06,351.62,134.66,603.15
10949,France,Payload,1998,1998,3506.38,3462.22,3526.47,MEO,Inactive,28.58,803.09,782.78,720.58,647.31,325.32,233.03,559.4,67.97,220.79,588.54,380.55,679.83,667.81,893.15,966.16,548.87,877.84,624.37,231.44,95.41,167.51,157.61,601.98,552.42,458.73,536.34,475.1,143.82,996.38,522.92,406.94,400.27,584.74,343.35,527.37,977.7,835.52,963.57,588.43
10950,Canada,Payload,1994,1994,26218.04,26211.64,26240.87,GEO,Inactive,171.1,708.22,197.21,320.13,0.68,650.42,465.5,523.85,920.36,10.7,50.9,510.79,520.93,614.65,847.71,106.44,603.05,256.64,398.37,719.38,979.35,141.61,401.23,308.34,768.85,260.89,85.78,275.42,518.1,303.73,720.08,610.88,761.29,585.05,658.1,688.01,277.82,215.76,955.29,34.04
10951,France,Payload,2009,2009,3749.27,3699.49,3795.21,MEO,Active,929.21,127.62,223.06,601.41,47.88,861.54,681.98,975.72,174.26,229.14,423.87,937.38,235.12,696.14,395.82,415.41,15.79,421.77,30.21,108.19,569.3,838.25,41.65,929.19,90.57,671.1,108.87,124.25,257.67,985.13,923.85,902.31,664.21,523.33,203.79,27.29,260.31,97.7,184.9,325.87
10952,United Kingdom,Debris,1996,1996,15090.32,15086.9,15101.14,MEO,Inactive,36.1,575.56,967.65,898.6,143.88,703.96,138.94,735.3,191.54,107.54,778.54,707.25,505.35,492.76,692.22,384.2,761.54,797.45,648.69,89.18,343.71,45.93,609.93,743.8,981.5,832.56,47.73,955.03,639.05,983.8,984.94,65.47,312.63,665.51,19.3,405.96,592.82,548.86,941.95,533.25
10953,Japan,Rocket Body,2015,2015,24484.19,24481.47,24514.13,GEO,Inactive,118.18,593.67,582.42,193.28,119.82,445.01,391.47,696.85,216.52,554.46,676.02,986.11,481.18,353.34,287.24,742.85,534.26,691.36,784.29,658.43,940.63,55.52,296.61,704.69,368.24,935.3,623.07,599.65,34.58,502.48,897.73,719.3,461.86,424.6,670.97,183.99,896.75,565.18,56.29,260.92
10954,Canada,Debris,2025,2025,27569.68,27527.64,27587.09,GEO,Inactive,237.51,955.36,808.98,161.65,37.4,289.58,838.86,502.27,64.79,306.81,152.44,297.47,784.68,620.81,243.06,563.74,313.41,702.17,282.15,634.84,669.78,285.02,965.2,779.38,441.32,957.04,438.8,944.17,834.32,42.14,536.56,708.49,680.58,983.36,987.82,951.3,347.61,995.89,3.42,898.13
10955,India,Payload,1997,1997,12557.22,12532.66,12561.73,MEO,Active,638.05,228.71,768.69,821.38,920.63,682.86,957.1,193.67,133.98,162.74,513.94,101.69,492.05,543.49,702.97,440.9,271.49,210.5,846.03,298.27,655.43,107.18,341.43,981.21,721.76,783.17,495.95,471.15,874.48,887.94,572.5,988.88,731.37,457.73,729.73,968.93,118.22,159.28,877.69,508.66
10956,Germany,Debris,1994,1994,24970.24,24948.06,25002.78,GEO,Active,815.54,965.73,655.13,511.29,154.37,129.9,49.56,196.4,159.81,101.6,817.53,155.94,216.14,260.92,561.23,325.81,508.87,103.42,215.57,507.19,901.52,146.9,914.65,611.96,83.98,854.3,470.91,888.28,894.89,816.81,966.81,738.16,365.79,476.48,802.84,539.36,852.33,516.61,890.71,743.92
10957,South Korea,Payload,2008,2008,30278.86,30259.05,30286.46,GEO,Active,372.09,851.6,130.74,992.34,560.53,531.25,750.43,154.82,763.14,978.59,782.24,561.11,116.53,232.6,30.96,779.68,952.28,945.61,54.96,733.7,951.37,29.37,744.17,764.41,742.24,203.51,456.33,579.72,819.41,289.45,199.69,208.35,709.88,640.51,210.11,920.94,554.48,123.58,301.57,753.75
10958,UAE,Debris,1994,1994,5583.87,5555.15,5620.35,MEO,Inactive,232.03,288.45,392.31,23.77,451.25,671.35,477.22,405.72,369.33,576.69,22.74,596.62,263.65,219.36,719.4,982.59,903.24,441.17,53.57,569.44,169.49,231.9,388.62,610.28,113.31,673.99,160.79,162.52,474.4,433.36,361.18,453.34,619.59,691.91,19.61,482.5,334.45,173.19,631.73,299.22
10959,Israel,Rocket Body,2024,2024,26751.03,26743.5,26799.85,GEO,Inactive,519.06,360.01,590.65,277.67,392.97,211.41,881.69,204.7,892.09,934.5,9.72,200.11,673.37,403.64,138.17,634.52,383.83,294.42,706.19,74.52,811.63,754.78,513.54,364.91,254.75,403.02,944.46,552.41,868.53,96.62,748.98,212.16,56.4,284.74,301.82,873.94,438.42,645.41,800.28,622.6
10960,Israel,Debris,2000,2000,7024.45,6976.37,7040.58,MEO,Inactive,936.71,774.62,735.31,56.48,291.67,98.47,451.22,437.98,635.1,958.76,491.2,699.72,853.24,663.38,680.99,341.04,409.74,648.55,611.33,805.45,679.71,679.56,803.96,773.94,74.14,812.21,485.27,444.2,995.85,526.85,812.51,659.02,577.98,461.09,871.2,469.89,871.4,722.08,836.69,684.38
10961,France,Rocket Body,2001,2001,24716.17,24699.9,24749.67,GEO,Active,717.6,978.1,198.71,816.34,966.3,676.94,643.76,53.46,914.39,296.54,441.82,943.44,917.57,588.5,878.0,499.12,128.7,559.9,528.49,127.75,702.96,859.76,766.96,353.73,431.0,230.6,338.56,95.3,102.11,669.46,787.69,448.63,688.58,229.74,806.3,434.1,926.79,583.22,658.14,623.88
10962,United Kingdom,Rocket Body,2010,2010,30559.67,30532.51,30564.61,GEO,Inactive,327.37,14.95,673.07,739.9,43.04,31.18,830.52,50.96,155.9,76.85,273.68,965.51,611.45,333.46,766.65,488.51,897.0,859.77,505.8,710.31,522.43,363.84,166.08,934.59,485.68,350.46,749.54,30.41,693.38,4.12,167.56,290.59,1.55,369.22,823.15,239.03,532.03,216.24,807.81,728.45
10963,China,Payload,2022,2022,24782.17,24771.04,24790.43,GEO,Active,752.88,558.98,423.66,525.28,706.86,656.92,824.76,382.57,604.11,991.09,324.4,830.61,704.7,178.87,979.3,537.13,485.04,689.08,724.76,870.48,16.18,752.01,884.66,457.56,741.19,893.12,254.84,710.17,296.88,841.31,286.27,145.1,118.13,32.44,704.7,539.29,832.72,922.9,661.87,625.01
10964,Japan,Payload,2007,2007,33467.4,33438.76,33486.98,GEO,Inactive,744.3,319.34,910.08,918.07,873.14,6.49,496.6,188.6,256.02,697.13,905.1,312.61,769.55,268.93,614.66,562.06,519.76,468.04,393.63,5.65,923.01,685.65,451.72,444.85,529.17,657.91,174.72,970.4,971.93,406.29,378.01,630.69,719.83,237.46,157.24,595.3,151.75,264.76,697.91,796.15
10965,Brazil,Debris,2015,2015,17338.33,17330.36,17344.56,MEO,Inactive,699.39,841.49,961.82,547.47,398.0,818.22,882.19,585.94,85.14,734.16,948.86,998.1,451.34,193.23,313.07,103.62,718.39,958.16,997.83,870.57,429.57,442.59,841.56,259.71,550.05,178.5,443.09,904.2,102.53,750.83,875.91,6.78,426.13,783.83,566.73,60.7,60.9,449.97,401.14,319.25
10966,South Korea,Rocket Body,1994,1994,1166.32,1143.32,1214.94,LEO,Inactive,754.58,822.49,822.39,153.07,328.55,697.48,773.61,857.8,652.78,855.24,170.87,823.55,184.04,462.67,308.67,342.76,709.63,454.04,829.47,932.75,51.29,871.68,918.47,678.92,542.91,715.32,752.34,156.68,171.7,576.52,518.22,282.4,702.87,682.58,765.75,152.97,914.67,460.3,644.15,948.42
10967,Italy,Rocket Body,2021,2021,16606.04,16601.24,16640.3,MEO,Active,956.0,172.91,308.68,817.64,995.63,290.46,131.69,697.52,281.02,885.97,829.34,492.61,975.86,871.08,483.97,229.62,158.67,658.25,141.25,430.7,338.42,884.33,721.01,434.91,802.62,39.16,114.45,272.16,525.82,32.47,718.1,113.09,402.93,670.84,647.33,533.34,205.37,252.58,304.99,642.68
10968,India,Rocket Body,2017,2017,7873.89,7848.96,7886.08,MEO,Inactive,624.53,892.98,120.35,999.46,302.01,887.29,133.57,489.93,764.97,822.89,854.71,750.54,864.19,445.73,693.63,181.86,944.74,726.65,633.97,18.02,851.59,985.04,707.3,794.84,397.76,696.15,804.5,56.77,520.44,220.18,398.2,739.96,513.86,727.39,586.85,653.64,344.72,697.39,697.36,17.74
10969,Israel,Rocket Body,2020,2020,33321.55,33317.96,33346.59,GEO,Active,55.7,978.31,749.01,849.13,779.95,241.71,383.59,154.47,543.82,103.32,414.56,299.3,914.91,49.03,186.8,287.95,605.96,852.24,355.58,842.15,70.5,356.83,728.43,641.24,88.45,21.22,704.44,175.63,618.32,379.46,169.96,78.05,165.14,608.77,883.0,121.2,895.64,498.72,380.85,544.58
10970,Australia,Debris,1997,1997,2342.39,2316.67,2383.41,MEO,Active,423.58,989.12,804.14,559.59,606.39,185.46,636.87,992.87,131.93,668.88,365.04,860.23,622.76,154.66,1.36,849.07,154.71,149.4,449.24,332.29,406.76,750.68,902.17,401.87,271.0,709.04,172.98,828.05,545.01,581.04,458.59,316.41,415.59,425.51,52.86,533.34,157.9,484.33,548.22,483.78
10971,Japan,Payload,1998,1998,20900.56,20877.08,20948.67,GEO,Inactive,344.59,682.46,725.26,97.84,590.39,592.05,231.34,407.76,895.65,985.94,46.06,118.71,70.48,883.04,813.16,850.04,741.07,9.23,610.33,81.84,844.57,599.48,983.39,344.99,668.06,746.66,632.64,694.13,324.68,318.81,195.03,933.76,400.2,549.56,947.27,356.68,599.37,778.04,751.19,892.24
10972,India,Debris,1994,1994,22974.11,22928.63,23022.88,GEO,Inactive,402.89,176.04,947.65,392.46,782.43,94.45,838.37,194.06,198.54,932.39,356.85,851.83,899.06,486.29,77.06,948.6,19.36,811.31,160.45,492.23,459.66,723.32,913.34,663.77,51.74,356.47,740.23,639.16,974.64,562.21,51.72,504.85,53.67,275.13,784.2,821.17,489.43,751.58,677.14,757.39
10973,Germany,Payload,2003,2003,13065.63,13021.16,13086.92,MEO,Active,857.12,519.71,599.05,588.39,693.39,653.48,412.35,667.69,916.48,818.42,737.79,794.24,219.42,193.91,694.28,425.91,26.19,731.76,845.08,731.31,299.18,206.18,276.78,409.98,78.63,39.04,554.54,231.25,501.11,480.74,464.12,230.19,33.01,73.85,562.51,565.31,305.92,239.25,26.58,363.14
10974,France,Rocket Body,2000,2000,17597.74,17571.76,17603.04,MEO,Active,876.91,95.08,436.32,435.04,185.8,66.56,199.3,102.79,661.63,899.81,583.11,221.3,951.49,964.41,988.93,382.07,16.61,696.17,738.58,443.31,171.26,360.41,672.97,439.37,572.29,770.3,422.36,834.94,691.16,668.4,436.46,766.66,220.42,409.5,696.22,434.62,786.4,360.43,732.36,870.98
10975,Russia,Rocket Body,2002,2002,30757.68,30740.99,30786.2,GEO,Active,881.26,19.36,723.95,676.62,775.95,515.9,526.49,635.7,871.72,654.57,793.85,276.85,872.18,807.85,512.76,490.7,871.83,576.44,432.84,764.9,364.48,207.47,815.36,462.69,164.17,754.51,158.47,153.74,911.81,468.01,623.85,316.14,762.21,606.12,481.0,800.47,274.87,437.2,224.73,483.06
10976,United Kingdom,Rocket Body,1997,1997,18292.38,18247.26,18320.4,MEO,Active,627.55,207.88,739.22,858.71,172.41,715.8,775.94,575.64,85.55,404.72,903.29,570.24,702.3,848.3,107.74,471.37,436.74,973.77,616.14,213.2,638.41,671.58,584.88,528.49,473.16,89.87,615.7,510.32,623.46,53.12,983.72,306.83,662.26,627.55,601.4,540.0,272.59,390.72,438.9,271.41
10977,Italy,Debris,2023,2023,15903.52,15865.95,15926.11,MEO,Inactive,992.03,534.43,509.87,363.69,161.46,322.32,436.67,442.41,75.02,318.72,772.02,504.52,171.23,618.27,951.54,216.5,891.52,787.53,513.35,806.73,213.45,293.8,321.39,589.26,798.82,176.43,24.15,503.78,646.14,53.02,262.0,267.49,985.82,98.43,304.27,756.99,296.21,147.19,516.89,655.14
10978,United Kingdom,Debris,1993,1993,32517.08,32467.49,32539.59,GEO,Inactive,435.99,980.63,683.19,959.58,111.93,461.52,587.64,505.95,881.53,723.13,618.46,922.78,460.1,301.19,855.77,84.3,386.15,640.52,600.94,879.77,665.7,846.75,460.77,989.82,396.57,66.92,704.41,523.97,634.0,999.33,851.67,714.68,606.27,800.22,66.82,541.35,562.39,174.79,548.96,186.69
10979,Japan,Rocket Body,2010,2010,13301.66,13262.38,13318.59,MEO,Active,329.76,316.72,874.78,706.54,290.36,197.58,818.7,3.3,673.88,954.69,681.39,245.38,632.56,685.0,893.99,125.7,103.07,213.55,378.73,146.33,562.76,141.27,648.5,943.58,120.14,166.51,469.28,854.49,987.72,52.29,11.06,904.79,941.78,627.59,341.92,253.78,822.81,759.28,331.5,66.05
10980,China,Debris,2016,2016,25269.35,25223.27,25319.16,GEO,Inactive,556.94,272.46,825.28,0.09,398.67,810.75,844.94,895.7,341.76,343.76,313.05,276.07,668.2,312.78,219.49,211.21,389.49,799.35,256.45,115.65,866.47,164.18,504.93,604.18,420.38,135.04,317.34,142.3,996.5,523.02,680.19,840.0,882.09,198.78,794.4,804.38,500.81,94.48,535.24,18.37
10981,Russia,Payload,1997,1997,35627.13,35580.05,35643.88,GEO,Active,426.02,961.78,909.36,119.51,239.42,81.69,243.48,524.87,349.17,219.09,205.03,112.32,792.86,12.39,83.28,996.75,316.46,841.9,592.18,84.28,556.25,454.29,287.55,218.81,89.0,390.79,22.49,600.02,25.14,57.69,671.04,129.36,69.63,428.18,607.05,411.63,287.52,111.51,477.68,590.21
10982,Germany,Debris,2000,2000,18015.88,17976.53,18052.29,MEO,Inactive,394.62,59.08,494.51,33.54,238.26,0.64,549.65,281.47,750.01,120.04,755.03,846.22,492.39,912.99,430.26,503.42,949.38,422.08,949.94,157.82,527.47,462.84,252.83,168.43,319.82,955.44,641.13,641.09,228.42,787.48,202.22,748.15,589.47,670.81,932.8,701.69,10.67,436.83,704.9,807.12
10983,Brazil,Payload,1993,1993,12020.37,12001.92,12028.76,MEO,Inactive,875.04,463.54,966.7,63.63,238.08,770.61,455.29,564.03,46.74,318.54,407.94,279.21,349.89,695.85,126.73,871.31,695.94,347.44,283.27,972.11,662.09,211.56,567.27,804.75,492.46,428.14,426.35,30.33,510.98,552.96,385.92,792.9,526.84,776.48,360.54,989.07,616.09,274.13,387.64,509.82
10984,Germany,Debris,2011,2011,15296.91,15265.61,15343.83,MEO,Inactive,255.87,384.23,916.27,522.71,245.16,525.78,316.65,982.25,875.59,973.53,460.47,162.36,517.41,587.85,436.08,285.15,989.31,513.54,934.71,968.99,686.54,382.09,305.6,790.83,455.81,383.01,47.78,297.56,158.96,132.64,975.95,994.28,663.17,622.85,843.62,108.85,374.09,702.77,951.78,400.9
10985,Australia,Rocket Body,1990,1990,33920.18,33914.72,33955.31,GEO,Active,435.3,493.05,715.39,727.57,527.89,126.53,412.45,574.11,828.03,555.02,507.07,760.87,987.79,646.96,453.95,924.01,302.71,319.46,899.76,158.27,380.0,997.7,995.28,139.9,518.39,781.08,360.25,839.48,572.92,938.12,368.23,412.89,772.1,79.89,699.12,204.06,598.5,501.57,484.87,695.84
10986,India,Payload,2003,2003,23684.9,23669.55,23723.47,GEO,Inactive,611.53,908.85,189.74,526.22,451.66,556.04,177.88,320.08,778.46,782.32,170.42,987.66,466.86,984.61,810.77,958.57,808.31,467.24,735.07,252.07,438.55,290.71,603.47,155.84,97.69,78.37,334.83,568.69,622.22,823.56,917.31,816.36,637.19,31.29,560.26,953.87,594.31,466.05,775.54,961.21
10987,Canada,Debris,2017,2017,15327.71,15279.36,15365.36,MEO,Inactive,513.85,322.85,342.29,207.38,638.8,523.82,479.46,668.07,199.0,954.36,820.38,590.65,737.68,776.58,686.18,9.41,547.9,720.06,327.16,339.95,654.1,419.69,979.92,936.65,247.08,115.39,495.01,839.7,163.67,371.84,943.6,748.85,911.98,835.07,265.77,264.98,424.11,90.65,588.21,135.07
10988,South Korea,Debris,2012,2012,22903.68,22859.07,22903.87,GEO,Active,265.51,558.68,729.25,274.86,525.13,966.52,418.38,125.5,684.61,139.42,381.95,346.05,868.06,731.89,330.99,992.77,42.91,299.61,272.8,898.52,467.52,648.92,216.75,308.07,216.12,538.25,749.53,589.39,976.92,872.61,16.84,740.54,976.08,573.24,853.44,107.74,429.41,198.79,545.22,141.87
10989,Russia,Debris,1994,1994,1791.17,1788.34,1820.11,LEO,Inactive,926.93,911.59,961.95,542.49,594.41,402.03,229.99,909.08,685.27,46.78,456.43,62.68,894.84,285.53,890.19,541.71,947.81,629.76,822.99,866.96,547.84,970.92,476.9,159.69,649.0,830.47,541.51,424.18,919.36,952.47,620.45,482.15,337.71,58.21,372.97,411.4,612.35,685.88,221.07,282.69
10990,Israel,Rocket Body,2020,2020,27631.68,27583.14,27661.16,GEO,Active,633.08,410.48,677.35,156.16,135.56,401.89,195.21,740.35,602.85,6.45,642.78,943.15,200.91,134.51,907.12,647.51,450.08,922.9,199.25,995.5,246.82,301.81,450.15,742.33,532.61,939.57,995.59,806.27,172.83,797.85,312.61,888.22,601.91,235.68,163.63,86.19,537.04,795.38,746.23,177.04
10991,United States,Rocket Body,2002,2002,29751.82,29738.64,29787.42,GEO,Inactive,169.68,827.21,344.12,386.12,439.31,419.78,33.19,21.81,767.35,362.3,877.43,201.33,647.43,885.15,67.3,515.32,190.35,914.89,587.12,358.13,567.21,413.94,229.06,236.3,988.58,876.6,248.08,972.86,78.37,874.15,208.33,391.18,654.42,939.47,741.04,246.78,272.12,856.18,747.09,902.69
10992,Italy,Payload,2017,2017,1951.99,1936.26,1989.74,LEO,Inactive,361.43,650.67,172.85,568.08,606.16,569.79,432.8,72.49,720.4,129.24,178.31,964.08,459.52,63.58,805.58,5.57,726.86,454.75,780.52,945.83,368.45,387.74,531.86,631.51,224.32,729.76,515.8,224.01,312.9,317.85,940.74,284.53,796.21,694.8,838.98,356.49,903.11,257.81,740.3,997.76
10993,Italy,Rocket Body,2022,2022,7200.25,7150.46,7215.13,MEO,Inactive,500.3,590.59,237.87,407.18,849.98,687.35,811.49,397.12,336.7,500.69,493.57,563.24,378.71,280.6,527.09,714.89,904.03,582.83,105.46,82.22,741.29,98.84,243.96,47.28,577.04,688.5,114.15,303.72,999.51,471.68,204.67,3.79,515.13,819.07,485.6,486.36,183.5,986.48,214.09,665.13
10994,United Kingdom,Payload,2020,2020,15555.6,15543.66,15575.94,MEO,Inactive,554.91,384.9,368.76,468.21,286.3,449.1,360.44,635.86,353.57,518.16,200.18,296.54,985.93,138.42,316.02,451.0,543.62,874.87,857.28,169.14,405.36,413.52,366.82,537.36,636.99,333.82,161.13,516.91,983.99,578.94,524.1,743.53,885.9,107.19,576.72,969.67,2.79,401.04,106.05,821.41
10995,United Kingdom,Debris,2020,2020,8708.33,8666.32,8714.89,MEO,Active,612.34,36.64,688.19,626.29,429.62,43.35,116.93,778.44,304.89,608.24,913.95,898.66,129.25,46.23,723.69,936.55,609.06,179.04,744.45,169.9,313.03,953.56,292.09,502.65,470.1,559.76,944.52,505.69,959.37,238.98,391.97,951.12,204.92,398.37,515.55,479.11,719.73,557.08,434.82,322.11
10996,China,Payload,2013,2013,27526.07,27503.11,27574.28,GEO,Active,177.68,602.24,740.03,853.32,540.57,671.3,859.83,392.48,509.22,389.68,690.26,43.57,224.38,438.39,181.95,821.18,716.02,354.0,262.64,306.35,431.07,182.22,10.62,320.1,580.54,399.64,623.24,252.62,289.6,64.14,764.87,970.84,992.23,290.63,124.9,988.47,851.41,393.55,719.04,77.19
10997,Israel,Payload,2022,2022,1513.61,1469.09,1550.08,LEO,Inactive,740.11,554.24,138.37,883.27,820.93,449.66,987.28,601.6,326.83,976.41,632.33,496.78,478.49,293.39,87.81,366.36,506.43,866.24,404.59,257.5,669.42,126.64,266.77,675.34,78.28,309.14,670.3,556.88,488.74,226.35,837.8,451.08,700.25,829.68,63.59,69.68,307.81,495.18,76.84,634.01
10998,France,Debris,1999,1999,2017.9,2015.1,2024.72,MEO,Active,596.18,317.9,288.94,190.29,299.28,164.14,933.9,592.23,586.07,61.97,155.64,504.97,773.82,129.03,672.87,585.02,199.48,975.09,346.83,401.85,595.13,781.63,586.22,518.7,432.18,334.21,949.33,685.32,243.27,614.56,336.39,640.12,879.92,231.11,601.93,611.44,389.54,400.18,856.9,514.31
10999,Brazil,Rocket Body,2001,2001,18882.83,18864.23,18904.24,MEO,Inactive,24.22,143.37,552.88,555.75,435.2,231.21,972.99,69.75,264.31,676.55,914.83,527.25,553.76,319.83,420.99,507.02,60.87,555.47,969.61,834.97,829.67,316.32,987.12,127.03,276.86,194.87,780.25,408.65,476.61,111.59,29.33,791.58,487.12,429.87,962.64,919.95,491.16,526.66,350.56,387.88
11000,China,Rocket Body,2008,2008,13110.73,13068.35,13148.27,MEO,Active,959.94,603.75,598.4,106.35,373.93,839.21,438.11,628.57,581.25,652.33,591.6,689.92,742.53,867.61,602.99,898.69,576.91,893.34,523.1,911.01,907.32,925.13,678.39,263.58,750.93,424.92,424.97,65.07,935.56,786.11,653.82,265.58,1.24,64.58,498.79,602.95,424.96,323.2,297.99,547.34
11001,South Korea,Rocket Body,1997,1997,19489.47,19463.65,19507.64,MEO,Inactive,810.77,572.37,800.42,443.62,331.43,660.81,564.49,757.86,440.03,82.21,891.02,30.58,767.59,457.22,78.78,979.69,941.85,405.09,133.75,516.15,453.91,316.57,248.09,65.4,992.37,381.43,496.37,844.64,331.46,143.44,589.36,262.08,526.56,319.55,951.01,472.16,738.4,847.58,834.99,866.65
11002,India,Debris,1990,1990,31621.15,31619.91,31658.25,GEO,Inactive,708.73,162.45,290.34,235.66,997.89,871.92,152.42,795.2,30.7,972.94,71.47,959.11,799.67,762.65,734.54,984.02,267.78,92.88,731.04,67.02,271.97,84.21,880.92,675.28,972.57,864.61,828.72,944.84,124.16,600.42,104.95,676.9,914.53,645.57,86.32,966.12,296.94,841.08,115.68,265.13
11003,Israel,Payload,1998,1998,34667.86,34645.82,34696.31,GEO,Inactive,126.01,435.03,570.28,192.96,90.93,956.94,873.91,495.37,391.14,437.1,88.34,833.63,628.63,412.05,649.89,298.81,144.1,532.7,971.54,815.2,495.9,68.23,115.55,988.88,150.31,109.82,937.68,126.24,350.06,122.79,744.7,133.34,491.95,173.01,751.22,7.78,487.91,876.44,876.85,984.18
11004,India,Rocket Body,2001,2001,10107.26,10074.22,10109.06,MEO,Inactive,995.39,855.58,835.1,33.0,848.75,907.08,738.57,505.3,861.19,983.18,939.06,709.46,905.58,400.54,697.08,673.22,879.52,769.29,74.91,892.28,444.96,755.29,981.49,448.86,915.47,500.29,44.75,743.89,776.63,356.72,100.35,335.7,840.74,39.91,431.37,869.83,808.27,236.06,566.5,679.69
11005,China,Rocket Body,1997,1997,30679.49,30646.33,30706.3,GEO,Inactive,375.5,982.51,190.69,196.58,445.88,894.77,935.38,524.0,433.88,21.76,478.96,282.6,744.12,394.51,844.66,796.66,338.36,327.81,613.53,53.17,933.63,692.47,471.23,591.27,646.46,728.58,107.06,857.58,28.14,344.25,296.18,772.34,150.11,788.79,927.02,499.03,244.34,663.53,692.52,338.99
11006,Germany,Payload,2018,2018,24401.33,24373.73,24437.76,GEO,Inactive,952.32,680.59,473.35,364.94,741.28,750.07,867.36,259.56,453.95,108.83,559.29,785.4,238.75,353.23,305.71,461.67,716.89,271.98,63.57,340.44,264.83,690.03,244.94,991.07,560.85,664.32,567.07,448.0,964.84,169.26,278.48,293.12,596.97,87.26,633.66,870.73,288.7,325.99,66.86,696.35
11007,Canada,Rocket Body,1994,1994,32229.75,32190.56,32230.58,GEO,Inactive,328.01,163.2,449.5,617.0,376.19,934.82,750.24,342.91,738.39,154.57,640.48,827.76,471.13,247.92,64.75,729.27,862.93,204.1,484.94,638.54,878.71,562.55,859.8,158.78,317.74,331.32,513.36,497.68,770.5,695.01,570.28,11.03,773.15,576.15,869.57,158.01,876.83,721.91,12.77,84.22
11008,South Korea,Payload,2008,2008,24697.86,24664.51,24719.12,GEO,Active,519.06,874.32,358.25,10.78,290.14,44.17,542.25,558.2,639.21,456.38,946.54,123.81,925.51,286.76,200.34,489.82,107.56,212.51,539.56,963.21,756.15,751.83,501.59,621.05,843.25,427.71,911.59,768.3,17.42,311.52,752.95,384.49,442.47,257.52,536.83,901.83,251.5,575.32,71.34,839.65
11009,Russia,Debris,2024,2024,1102.5,1100.84,1126.08,LEO,Inactive,407.18,763.23,884.83,204.39,794.91,510.54,107.81,462.66,662.9,320.87,292.14,87.44,572.85,802.23,559.42,232.0,925.44,569.86,289.11,982.51,445.58,586.52,659.52,368.59,672.67,791.66,998.75,771.66,894.17,103.96,767.19,305.73,226.1,102.99,67.8,112.44,825.01,644.37,382.74,288.57
11010,UAE,Payload,2003,2003,8376.71,8333.24,8387.22,MEO,Active,544.14,904.64,134.76,361.94,789.87,349.28,222.57,2.91,720.67,544.18,72.0,611.06,353.79,167.82,175.78,279.66,53.78,38.94,9.42,885.58,129.86,357.69,241.18,988.79,317.14,23.2,470.73,667.92,20.18,4.04,592.56,301.98,515.12,959.8,966.98,225.58,108.1,667.26,432.62,52.81
11011,Israel,Rocket Body,2006,2006,17966.62,17930.64,17974.95,MEO,Active,93.07,160.14,202.51,978.15,525.28,892.02,194.99,758.02,563.05,647.61,601.26,881.25,0.58,426.77,533.76,123.04,67.03,292.37,616.41,722.05,653.85,590.61,993.73,781.03,844.44,996.27,490.59,227.41,975.84,975.43,406.25,312.9,957.28,706.32,656.5,165.46,610.72,326.84,627.16,527.22
