id,country,object_type,launch_year,altitude_km,orbit_type,status,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43
9730,Japan,Payload,1999,34495.23,GEO,Active,759.99,603.89,381.36,510.96,982.04,250.75,397.58,344.07,875.49,54.1,38.94,858.0,86.86,120.56,518.61,449.26,542.85,499.78,814.16,871.93,289.59,364.51,142.68,532.68,537.57,544.6,943.49,639.4,41.62,76.11,285.91,58.22,479.44,797.68,921.04,155.79,761.05,537.77,696.17,391.99,722.8,157.78,258.55
9731,India,Payload,2007,3568.41,MEO,Inactive,3.67,401.42,755.57,759.22,999.5,136.83,297.65,128.52,120.67,454.63,88.3,623.01,98.21,673.07,620.78,80.42,457.35,120.9,835.61,261.33,271.37,929.7,785.55,113.97,889.87,202.01,375.02,393.43,766.22,198.0,14.32,659.05,31.6,742.88,420.45,109.03,56.42,42.52,956.53,438.77,685.07,102.83,288.16
9732,Australia,Payload,1971,32480.9,GEO,Inactive,682.51,838.03,957.76,868.75,313.11,783.25,426.78,208.41,686.29,481.53,551.67,539.45,479.84,94.26,233.74,251.67,76.52,908.15,517.2,261.28,217.91,361.35,292.46,0.11,939.87,975.38,242.79,591.76,951.33,93.47,725.42,337.0,861.6,757.69,675.6,56.23,637.17,897.2,693.16,157.0,610.42,6.14,618.14
9733,Russia,Debris,1995,1565.63,LEO,Inactive,13.38,908.51,354.67,251.89,847.64,82.09,90.42,910.91,203.18,354.44,530.56,12.28,881.6,181.29,272.26,246.47,183.67,965.63,364.91,271.65,414.12,824.67,445.28,34.09,393.51,628.91,181.96,599.29,220.78,759.4,618.01,126.28,997.28,693.45,809.7,497.45,669.0,347.1,909.91,785.63,243.96,562.02,24.76
9734,Russia,Rocket Body,1974,18572.06,MEO,Inactive,246.36,344.45,913.93,510.79,939.26,233.41,308.62,493.86,586.28,795.75,545.87,494.67,682.17,387.62,146.54,45.26,882.31,360.23,877.92,875.42,987.79,323.06,993.47,683.07,263.88,667.44,158.93,328.4,459.48,606.46,470.34,441.58,239.29,58.15,647.77,272.12,926.84,191.59,149.84,420.25,215.88,773.48,285.46
9735,China,Debris,2019,26970.93,GEO,Inactive,407.38,449.2,624.42,722.77,908.27,367.86,474.69,356.23,286.74,214.62,894.03,693.24,804.83,473.53,674.29,498.03,638.39,758.36,611.81,901.11,612.56,610.47,422.08,10.99,910.87,676.19,552.18,749.93,818.08,284.45,136.62,202.61,856.65,817.93,8.39,164.73,908.51,608.39,985.13,284.79,28.65,853.68,447.39
9736,UAE,Payload,1996,4326.65,MEO,Active,33.35,368.4,584.48,351.54,133.67,984.86,988.35,724.01,85.17,4.69,291.62,26.25,661.06,193.67,17.87,520.33,593.43,880.95,555.09,431.28,968.59,206.5,54.06,942.03,862.3,523.17,108.11,73.05,349.66,873.6,221.14,445.98,307.55,288.88,645.8,318.12,245.55,869.82,54.83,487.27,182.83,741.26,938.18
9737,Russia,Rocket Body,2012,21098.95,GEO,Inactive,11.83,435.04,697.58,747.96,531.95,0.04,562.7,29.23,246.2,354.79,49.92,704.6,425.82,610.93,786.33,516.46,277.9,150.15,592.22,384.49,149.88,204.17,629.41,867.03,571.02,267.17,763.04,300.06,596.14,899.47,358.53,31.05,638.48,168.82,896.56,837.18,525.16,755.41,18.87,513.68,739.54,908.96,232.46
9738,Canada,Payload,1974,19563.73,MEO,Active,671.77,352.24,749.78,477.86,23.72,413.51,644.81,710.36,430.0,862.78,312.08,80.08,309.28,558.72,362.59,174.11,555.04,129.39,466.84,238.99,385.87,252.24,270.92,187.24,933.28,141.57,647.35,694.99,74.68,873.54,452.15,830.58,372.8,142.83,892.19,243.89,411.76,351.5,426.02,897.12,534.92,290.49,592.72
9739,Brazil,Debris,2013,26435.1,GEO,Active,875.06,805.36,571.4,381.54,135.97,802.69,429.29,347.26,586.77,298.79,47.25,342.21,836.7,308.92,599.42,833.57,589.47,638.48,875.77,183.04,351.18,461.38,320.64,965.61,983.26,967.82,41.39,780.37,201.22,335.46,343.99,459.13,255.7,19.91,552.49,809.73,124.35,27.83,474.88,302.44,425.08,716.55,0.14
9740,South Korea,Payload,1985,33820.38,GEO,Inactive,87.04,869.05,293.02,549.49,810.5,868.76,711.37,202.62,792.9,254.2,852.62,186.81,513.61,843.28,882.65,123.78,532.38,704.35,792.88,490.29,846.24,430.6,798.37,592.8,454.2,969.34,225.77,57.13,387.08,294.59,463.13,888.61,17.52,255.83,149.91,866.22,138.57,863.24,172.29,810.78,207.36,704.57,403.35
9741,China,Debris,1970,7328.39,MEO,Active,295.14,453.81,928.27,857.18,93.47,950.7,414.36,591.47,270.0,888.34,916.2,484.53,215.25,456.82,417.83,437.63,444.34,915.99,928.41,783.06,732.05,799.0,832.95,836.27,151.95,854.88,855.08,913.6,394.04,762.74,102.22,819.21,595.77,674.17,97.4,511.47,857.61,622.33,994.38,708.66,933.29,375.21,467.95
9742,Italy,Rocket Body,1966,33952.66,GEO,Active,139.02,476.46,260.02,254.4,885.38,805.83,137.72,324.93,469.85,113.47,66.82,430.99,446.1,874.53,352.21,637.4,622.41,848.68,311.06,341.37,448.96,899.04,961.78,310.95,705.98,577.02,325.35,330.34,711.26,283.99,419.17,750.83,591.15,352.73,573.95,990.47,67.36,150.46,429.51,639.75,941.55,763.54,302.81
9743,Russia,Debris,2004,21740.59,GEO,Inactive,116.25,812.69,478.08,427.22,562.35,389.48,992.5,54.7,103.53,304.65,911.4,445.55,681.55,788.22,408.6,353.21,693.71,746.9,834.43,865.22,849.72,202.84,933.21,619.56,717.09,848.39,678.39,145.51,284.33,180.44,628.47,393.38,546.38,703.43,289.36,315.02,541.9,758.17,780.57,440.42,859.57,728.74,565.8
9744,India,Debris,1979,7032.07,MEO,Active,490.58,563.33,480.75,19.81,864.25,695.42,219.84,577.28,772.85,411.15,538.55,281.44,22.99,47.36,891.91,686.03,137.33,778.0,422.1,762.49,466.03,67.46,222.78,202.36,361.72,542.01,239.53,173.91,708.98,332.76,607.64,541.87,279.02,951.6,905.27,492.17,689.65,682.28,430.5,684.39,463.14,29.98,53.08
9745,Brazil,Debris,1972,25811.04,GEO,Active,91.19,620.76,165.03,695.69,805.38,499.81,875.59,6.55,56.17,122.59,130.77,341.65,381.93,942.22,162.9,151.48,143.1,820.18,902.89,664.7,218.84,778.76,218.75,655.32,619.8,56.02,262.5,587.17,132.77,432.67,384.32,398.44,242.11,969.66,462.02,278.58,144.57,979.85,859.67,182.35,155.44,554.27,171.53
9746,France,Rocket Body,2009,28175.31,GEO,Active,840.85,892.98,749.35,145.57,325.61,102.97,53.57,523.67,19.23,414.5,261.22,699.4,564.2,53.95,191.78,753.46,235.53,545.47,255.19,478.82,727.65,452.59,525.97,328.56,952.47,431.85,320.94,177.01,584.45,913.19,549.35,239.37,431.75,805.11,511.21,124.77,672.84,437.4,987.43,478.52,985.75,183.05,866.6
9747,France,Debris,1990,23544.01,GEO,Inactive,917.65,325.84,74.19,822.07,471.08,448.31,648.21,246.64,448.52,146.88,62.73,594.54,604.01,508.81,47.06,29.39,830.54,609.61,495.03,207.65,631.95,960.78,832.79,855.54,836.97,240.87,564.98,849.63,518.13,390.23,239.13,455.17,209.09,808.61,454.86,460.47,635.01,23.29,699.91,29.48,864.03,537.59,192.45
9748,Canada,Payload,2011,15296.57,MEO,Active,512.85,304.84,728.85,337.27,373.59,854.64,318.83,11.85,693.1,439.12,203.31,754.78,767.81,569.49,780.29,199.62,722.42,478.79,635.12,693.8,239.1,510.53,812.09,79.8,267.73,502.48,620.17,344.1,356.72,624.48,939.85,17.9,532.07,585.06,220.11,211.51,906.99,493.67,798.12,95.3,277.33,104.58,839.44
9749,Brazil,Rocket Body,2006,13658.29,MEO,Active,333.25,275.92,858.67,175.17,684.3,334.74,87.53,817.7,872.93,539.33,414.91,757.22,39.89,159.08,142.21,210.38,105.32,187.93,368.12,262.32,936.56,301.2,286.64,216.57,30.35,571.54,249.97,450.4,901.56,414.87,633.48,924.36,639.88,490.05,959.63,872.72,353.78,693.37,104.71,228.97,384.63,0.79,891.98
9750,Italy,Payload,1966,8890.43,MEO,Inactive,208.92,698.01,189.05,580.91,595.52,793.06,614.17,418.08,791.03,398.99,322.54,811.78,60.23,109.1,869.17,236.99,403.31,25.17,981.15,909.73,554.01,380.92,574.73,972.52,915.02,253.44,284.18,908.15,712.57,931.65,929.78,303.88,657.6,244.63,189.79,820.65,823.11,781.11,865.0,542.94,898.97,706.89,816.87
9751,India,Rocket Body,1975,27712.7,GEO,Active,8.93,801.72,910.47,596.91,174.72,149.95,389.56,785.53,937.29,47.91,890.92,673.88,77.76,119.0,825.2,219.87,266.79,310.16,820.25,128.38,338.67,802.82,225.38,900.31,309.46,205.44,33.4,191.01,923.2,212.78,614.43,349.18,863.45,220.52,145.58,915.09,825.4,475.63,370.25,484.74,78.57,508.53,177.52
9752,Russia,Payload,1970,9350.03,MEO,Inactive,486.76,708.87,850.19,906.21,912.75,632.1,855.78,354.29,972.01,788.56,291.49,674.3,655.25,665.97,565.47,302.14,333.44,503.54,240.99,657.95,86.59,179.25,49.0,990.42,887.81,224.63,662.19,873.26,701.16,820.21,495.01,974.34,552.07,764.89,246.93,323.95,163.48,785.74,930.47,700.36,940.03,836.65,8.74
9753,China,Payload,2004,12085.42,MEO,Inactive,448.15,765.6,975.28,158.16,526.59,486.16,387.57,183.66,601.09,635.97,378.56,132.04,165.14,958.16,501.22,315.12,426.75,34.49,219.91,50.26,349.12,4.94,733.11,601.55,780.17,989.74,992.16,924.6,978.0,751.24,815.88,656.1,486.85,446.74,279.04,392.39,899.42,371.29,281.54,561.94,77.77,604.29,100.52
9754,Brazil,Payload,2016,15259.86,MEO,Active,778.6,473.82,114.9,53.58,28.87,682.37,778.06,290.84,408.11,470.6,253.99,33.28,712.34,233.13,919.82,152.92,199.74,959.55,542.76,814.62,352.03,5.33,661.15,21.64,165.29,850.94,562.1,977.18,51.42,897.77,539.17,209.74,701.87,250.26,699.38,165.62,100.93,476.13,204.72,159.5,791.4,838.26,550.9
9755,France,Debris,1973,24829.83,GEO,Active,809.85,816.5,296.82,142.73,811.82,128.09,132.88,176.33,846.62,939.23,993.72,18.19,853.44,235.0,202.98,51.95,234.98,458.22,821.75,752.54,804.59,248.0,738.65,987.64,629.94,123.49,607.51,968.17,623.46,914.42,834.52,632.71,192.55,778.93,460.21,423.45,234.59,569.17,124.52,846.06,566.65,268.47,641.57
9756,South Korea,Rocket Body,1961,23567.61,GEO,Active,739.96,68.83,899.29,922.05,235.68,677.0,983.17,149.27,232.66,737.08,139.61,103.1,482.84,886.44,266.25,322.53,529.18,323.24,431.92,752.74,84.98,223.09,153.39,486.17,837.67,106.19,804.78,87.06,602.89,578.89,871.33,254.71,277.82,951.15,968.48,110.05,540.64,350.48,282.29,718.53,475.87,298.15,663.33
9757,United States,Payload,2020,33283.57,GEO,Active,153.06,277.03,627.23,630.09,440.6,74.77,87.03,427.6,947.25,207.71,363.16,771.31,944.93,48.9,829.22,840.01,104.91,831.84,851.21,484.63,513.39,865.8,341.41,438.1,765.08,348.97,226.3,433.49,381.4,188.58,919.61,596.7,215.6,482.89,266.71,746.28,682.96,196.65,648.54,312.71,61.51,135.34,246.04
9758,South Korea,Debris,1989,34095.07,GEO,Active,221.29,315.14,962.65,768.26,690.21,684.79,747.0,696.8,306.35,560.91,959.97,400.56,577.11,427.63,842.63,888.05,240.46,929.5,343.3,395.44,520.15,503.74,544.66,108.04,600.58,39.42,825.7,390.12,882.33,395.53,423.93,515.56,207.11,946.11,945.6,96.69,893.87,739.3,353.07,151.13,996.01,907.47,987.56
9759,United Kingdom,Rocket Body,2005,23839.26,GEO,Inactive,990.6,54.89,887.66,428.45,71.53,97.95,584.76,310.77,30.64,759.3,346.81,809.35,207.94,219.28,754.0,228.45,629.47,973.34,522.76,902.95,427.99,94.88,808.22,422.6,864.55,596.84,265.08,446.14,475.67,827.37,333.28,396.71,919.84,581.79,301.44,761.44,541.37,980.39,479.39,48.47,446.44,463.16,277.66
9760,UAE,Payload,2003,21586.8,GEO,Active,148.19,144.2,534.21,28.23,815.73,443.06,244.78,849.48,725.16,711.72,95.79,723.92,43.4,938.64,787.28,264.36,481.32,357.45,912.79,932.05,913.32,642.23,678.43,853.34,715.87,917.11,447.06,244.29,959.79,329.67,940.59,346.86,109.99,781.45,763.27,112.68,365.46,625.69,53.09,315.82,442.49,931.2,894.36
9761,Japan,Rocket Body,1961,35085.66,GEO,Active,890.8,542.9,382.62,591.26,939.06,474.76,867.14,895.51,339.62,842.77,984.09,947.67,467.26,770.38,82.59,645.17,266.03,171.43,695.15,282.66,401.56,310.34,459.24,46.47,782.29,813.34,399.92,540.09,517.54,12.26,88.13,420.05,228.78,140.55,652.93,779.94,703.16,969.56,460.59,256.54,52.82,519.48,611.79
9762,India,Rocket Body,1966,14714.02,MEO,Active,876.65,66.1,604.02,414.86,414.54,435.25,322.08,169.4,426.54,920.29,133.37,970.01,373.04,21.49,831.77,592.42,298.4,182.16,930.72,516.18,870.18,904.86,306.84,496.2,96.53,741.03,881.2,249.74,773.85,496.83,540.86,50.52,268.72,868.27,967.39,87.51,288.08,95.08,261.99,216.6,49.65,531.32,430.99
9763,China,Rocket Body,1971,11626.76,MEO,Active,970.02,952.18,836.51,764.26,940.48,844.72,335.34,176.41,506.53,322.16,437.2,331.24,716.57,361.3,350.04,886.64,808.46,541.59,253.95,156.25,917.69,379.51,115.71,810.58,624.22,765.85,776.83,769.8,916.56,169.48,794.7,647.63,200.21,301.96,344.06,313.82,365.28,315.13,884.4,158.84,94.11,143.69,130.28
9764,South Korea,Debris,2015,16402.32,MEO,Active,563.01,276.78,137.22,729.5,312.85,859.88,331.76,292.14,390.8,390.77,951.12,122.91,568.38,22.3,590.34,120.66,351.57,989.35,621.87,375.87,330.44,613.59,425.8,846.31,131.17,575.71,514.93,102.88,323.75,476.29,658.05,116.73,630.22,25.64,615.63,57.01,779.06,787.88,2.06,161.29,965.09,931.41,908.2
9765,United States,Rocket Body,1961,1098.7,LEO,Inactive,805.65,270.74,744.74,678.78,441.01,31.05,196.54,516.21,959.66,262.32,494.83,61.35,923.98,946.78,556.08,30.34,829.94,189.69,871.14,816.62,463.41,720.94,736.01,470.53,556.27,388.04,44.45,731.61,323.89,174.75,134.77,712.51,139.16,264.01,604.88,62.48,1.36,403.4,781.24,185.55,535.53,680.73,451.57
9766,Japan,Payload,2006,11802.15,MEO,Inactive,495.63,295.29,194.4,589.05,931.31,96.5,953.83,698.99,929.8,92.07,608.3,961.35,534.0,290.47,436.4,525.48,390.13,980.15,693.48,283.07,104.41,131.38,664.06,675.46,496.71,673.6,597.81,673.11,873.55,308.28,991.95,913.54,849.09,591.69,752.87,782.1,972.01,0.93,338.41,688.67,657.27,99.22,666.44
9767,United Kingdom,Payload,2019,30849.59,GEO,Active,690.65,334.96,694.6,554.97,517.97,375.52,677.65,83.34,534.17,929.93,908.76,12.89,624.91,66.48,152.28,358.19,918.0,685.72,784.34,155.13,505.7,749.47,191.58,327.31,176.87,676.12,120.43,567.81,631.87,613.21,144.82,55.04,491.39,969.5,151.07,154.38,305.57,678.7,229.95,734.11,453.33,460.01,273.75
9768,United States,Rocket Body,2017,23272.05,GEO,Inactive,535.53,69.12,186.75,647.62,743.29,924.66,629.57,982.42,158.35,223.91,319.05,722.09,277.81,957.85,702.94,164.29,981.39,610.09,817.07,445.46,264.5,705.44,52.67,515.56,877.03,697.41,140.56,498.11,631.52,475.73,365.76,756.97,849.54,598.74,704.2,890.89,821.98,947.81,727.7,970.89,605.64,449.2,689.14
9769,India,Payload,2009,32101.12,GEO,Inactive,495.19,310.61,45.21,421.32,255.97,604.56,908.99,844.04,71.77,459.55,87.42,551.89,244.92,811.61,788.94,552.07,560.7,302.12,887.41,924.57,557.08,853.55,808.61,414.38,402.97,466.55,72.23,696.73,335.21,39.49,627.99,636.77,508.34,552.39,732.63,394.74,47.34,496.48,931.93,312.67,47.95,692.29,672.93
9770,India,Debris,2009,17380.37,MEO,Active,469.19,28.46,244.31,786.98,516.69,724.2,529.19,781.45,552.07,682.47,494.39,88.85,818.06,97.17,236.89,168.1,461.31,916.28,580.69,104.37,100.78,878.03,36.04,474.3,732.31,15.21,241.05,36.92,310.03,129.13,526.8,788.79,163.28,445.7,581.83,985.69,153.47,375.36,721.13,760.43,170.66,909.84,6.02
9771,Australia,Rocket Body,2023,31182.12,GEO,Active,461.17,518.83,536.55,329.84,28.21,137.81,119.48,148.04,740.12,690.9,927.92,258.92,156.53,191.14,592.0,298.16,912.05,35.57,129.71,137.62,161.39,653.47,682.06,744.81,940.43,189.55,218.87,989.55,819.54,737.14,956.19,204.1,621.5,507.48,959.88,229.76,873.79,794.03,639.29,749.08,850.0,752.86,877.32
9772,Israel,Debris,1983,29842.53,GEO,Active,641.13,218.09,716.93,194.58,964.59,93.72,468.39,430.81,11.69,159.08,293.22,795.82,867.34,864.32,270.52,880.98,85.52,498.0,588.22,71.34,643.96,215.72,826.45,8.87,123.44,970.37,438.21,40.27,25.41,950.4,271.57,267.02,486.19,162.87,360.7,421.94,905.64,937.32,525.53,446.52,13.14,980.7,97.14
9773,South Korea,Debris,1960,3433.58,MEO,Inactive,411.83,259.92,500.19,813.32,207.97,368.59,519.2,30.54,945.27,616.64,192.29,621.15,917.38,310.02,70.44,479.17,686.77,842.04,291.32,389.28,1.51,867.82,336.07,221.72,838.48,287.48,37.33,275.54,380.3,909.94,234.27,340.4,640.78,440.27,949.82,722.23,289.1,966.65,499.68,547.96,436.56,451.69,83.4
9774,UAE,Payload,2012,19771.65,MEO,Inactive,76.92,907.52,205.01,289.88,601.86,667.32,248.22,109.33,159.49,668.83,282.65,869.49,985.35,87.83,690.48,691.45,416.22,569.04,570.38,238.54,11.43,418.4,30.45,126.69,486.1,477.07,584.37,68.66,526.0,820.53,930.66,141.46,290.12,949.4,898.94,363.2,435.94,620.78,197.51,248.39,715.13,646.79,651.93
9775,Russia,Debris,1992,5138.2,MEO,Active,430.8,729.32,212.08,128.66,731.86,801.62,31.04,211.42,613.26,101.9,166.93,836.25,792.81,903.29,726.85,488.63,688.61,339.15,497.35,292.09,340.04,551.28,149.08,431.37,762.63,843.71,712.12,647.62,218.3,112.04,280.64,186.0,64.21,711.71,261.43,197.89,414.51,925.04,593.46,48.33,796.38,417.35,994.42
9776,Germany,Payload,2001,27904.47,GEO,Inactive,541.49,583.36,337.47,800.22,318.32,890.2,130.42,479.7,396.95,746.47,465.46,402.37,776.67,255.5,442.36,149.7,434.54,188.58,85.94,540.83,283.5,632.33,380.38,169.9,674.83,620.5,445.73,649.08,454.57,861.23,7.51,232.07,200.14,320.38,459.24,89.4,54.88,233.32,663.12,877.65,681.61,496.04,714.95
9777,Japan,Rocket Body,2004,18788.13,MEO,Active,41.09,718.27,408.52,686.36,97.85,553.19,509.24,329.04,839.39,665.42,620.27,870.82,566.39,44.2,765.74,163.58,765.26,374.1,738.11,229.4,568.15,190.09,189.91,193.03,517.28,110.59,692.73,819.87,129.46,160.33,620.43,532.08,465.24,914.04,219.77,758.26,689.88,898.16,253.5,723.28,473.04,586.94,785.37
9778,Italy,Debris,1999,4738.37,MEO,Inactive,669.27,148.7,387.0,205.51,714.95,832.5,160.93,263.17,879.98,199.1,43.44,679.86,194.52,927.19,481.56,368.49,37.15,496.4,934.69,827.69,490.23,491.95,838.75,192.43,593.68,949.78,380.62,305.42,237.51,680.81,548.97,821.68,916.32,522.72,494.58,20.27,105.99,758.13,594.2,462.76,505.3,560.87,854.55
9779,Canada,Debris,1992,15515.49,MEO,Active,711.26,263.92,820.47,500.1,464.67,997.05,275.6,642.88,924.66,160.92,542.5,316.81,509.51,965.02,430.03,524.2,304.94,987.49,638.87,689.24,888.41,267.62,197.38,837.71,54.28,438.0,740.08,706.94,583.89,63.45,186.68,520.7,933.57,932.81,130.96,862.24,74.65,113.46,307.1,778.85,744.48,306.53,709.65
9780,Brazil,Rocket Body,1960,19844.17,MEO,Inactive,211.96,561.29,79.37,738.29,558.54,710.35,289.01,133.44,64.1,337.36,424.21,647.82,54.67,368.49,561.43,307.64,239.26,564.98,270.13,237.12,982.05,50.33,906.53,535.22,534.54,859.13,38.76,347.0,629.42,408.89,504.45,637.39,539.81,823.81,100.17,744.49,931.16,478.79,328.4,204.67,92.17,603.3,337.46
9781,United States,Rocket Body,1995,20438.85,GEO,Active,548.36,648.09,2.3,585.24,625.07,668.64,794.92,91.17,4.64,138.62,89.56,570.3,478.25,505.2,936.04,81.35,626.95,273.86,766.21,307.29,416.84,932.0,151.73,955.85,183.7,41.58,82.44,317.12,289.55,216.23,3.15,798.34,128.33,400.78,165.32,29.42,34.56,373.11,519.98,267.2,913.21,946.44,370.66
9782,China,Payload,2008,12139.11,MEO,Active,30.23,289.5,103.22,461.36,633.13,495.54,16.4,348.32,65.15,357.0,759.73,130.08,946.67,952.71,66.42,393.52,245.62,451.54,302.59,563.33,90.11,457.51,193.07,381.69,539.61,730.39,317.72,720.37,625.34,16.08,416.9,463.14,966.53,11.95,301.82,903.16,936.82,780.84,877.45,484.98,132.87,975.46,87.41
9783,Israel,Debris,2019,33680.53,GEO,Active,768.51,898.91,77.67,254.54,888.55,369.52,369.12,129.8,624.64,303.85,650.61,422.77,426.38,680.81,502.23,988.6,306.47,626.09,495.31,230.14,847.08,365.82,831.56,656.34,504.06,708.58,567.19,394.58,724.43,918.11,660.85,54.45,171.4,597.74,807.67,557.28,420.57,144.05,1.52,499.01,226.28,248.12,945.04
9784,Canada,Debris,1977,5490.69,MEO,Active,78.35,572.21,983.41,968.76,238.37,693.08,919.76,58.95,848.23,940.42,927.11,249.71,791.14,6.41,517.98,382.91,619.68,52.73,267.45,979.84,663.03,734.9,324.43,471.82,614.22,762.39,178.34,933.94,855.61,325.3,240.18,279.43,769.18,701.94,717.77,803.33,301.68,362.39,676.17,538.74,506.0,8.54,92.76
9785,China,Payload,1997,25760.89,GEO,Active,813.21,662.25,505.59,808.79,850.25,830.21,147.07,595.73,184.56,250.45,192.16,767.1,781.5,831.74,606.18,619.81,572.02,911.25,92.55,871.67,255.71,261.32,645.85,90.68,133.94,917.66,848.17,788.38,904.89,940.29,978.82,751.41,158.14,429.63,531.95,271.19,333.99,702.92,490.94,528.02,518.6,161.03,171.11
9786,Israel,Debris,2002,10211.98,MEO,Active,498.82,269.53,293.98,648.22,267.14,888.64,609.41,226.05,541.25,204.63,305.08,218.64,357.02,582.08,983.39,72.14,927.5,239.71,761.68,690.32,539.08,933.14,709.0,773.72,314.49,56.46,743.29,782.36,497.07,251.33,618.83,100.77,661.05,668.42,619.46,507.74,784.97,203.34,981.28,266.82,487.73,651.01,338.86
9787,France,Debris,1968,25315.35,GEO,Inactive,928.97,937.11,607.64,484.89,3.79,577.52,917.06,278.42,130.41,597.19,431.21,470.54,173.26,761.0,254.81,390.53,73.52,931.43,866.11,20.11,681.4,884.48,301.64,235.26,536.37,105.84,429.5,81.48,41.7,892.18,430.02,54.36,244.59,385.58,730.01,426.65,623.98,215.63,945.11,198.98,90.32,777.37,123.92
9788,UAE,Debris,1995,7612.67,MEO,Inactive,366.25,696.54,40.54,605.21,417.1,424.73,531.1,231.57,735.31,48.56,538.34,860.94,174.49,844.77,397.9,0.17,268.08,757.84,246.58,146.14,328.48,765.36,558.2,105.05,446.29,314.21,342.35,436.91,665.81,297.72,299.13,520.34,963.84,322.52,216.54,812.68,580.56,337.64,311.62,98.69,90.4,713.89,380.35
9789,Russia,Debris,1997,3637.23,MEO,Active,964.42,713.16,816.25,671.23,382.05,26.7,560.42,472.19,343.44,981.4,950.86,838.9,35.9,136.87,41.71,405.71,994.15,774.33,71.2,961.32,268.37,811.41,833.42,41.33,248.4,366.66,257.9,774.63,814.34,7.81,582.16,139.65,375.15,45.31,378.89,542.45,98.59,951.7,314.83,919.33,839.44,779.14,350.86
9790,South Korea,Rocket Body,1989,11788.24,MEO,Inactive,209.14,410.93,164.74,747.03,758.14,295.74,597.93,524.43,311.61,995.02,307.65,215.11,64.36,2.77,696.94,600.71,29.36,107.9,743.8,211.61,349.88,249.92,246.04,162.28,572.5,286.64,172.49,548.58,538.63,376.63,799.62,958.26,542.5,404.9,278.62,897.89,372.73,665.35,517.21,253.3,456.77,539.31,876.02
9791,France,Rocket Body,1970,34224.39,GEO,Active,170.39,341.45,275.76,365.42,984.05,883.42,917.18,438.72,159.72,913.96,858.32,180.56,302.48,769.52,418.71,969.25,665.72,929.99,105.49,424.98,986.3,723.95,440.63,920.65,555.08,748.3,789.35,758.65,183.42,273.41,639.69,46.72,824.83,305.59,838.34,953.21,515.21,186.11,953.38,693.79,930.79,919.92,638.96
9792,Japan,Rocket Body,1971,28006.89,GEO,Active,858.05,897.63,598.76,397.77,958.51,150.29,952.77,380.8,185.4,693.03,264.2,373.44,499.06,138.68,10.27,484.61,228.79,398.78,180.28,562.9,271.61,354.29,278.79,546.91,996.62,860.9,404.4,331.81,324.19,655.0,276.85,262.63,190.23,475.74,901.32,247.94,26.75,140.26,971.84,521.78,758.09,23.11,144.14
9793,France,Rocket Body,1988,8447.39,MEO,Inactive,634.05,515.89,419.86,798.45,724.4,897.6,642.05,307.95,311.15,671.48,917.51,722.0,80.85,763.55,413.91,634.54,636.29,631.55,910.88,139.57,861.63,384.33,621.0,936.0,394.81,957.81,564.38,517.09,737.17,507.07,833.78,926.18,843.27,410.88,355.18,350.37,939.51,708.27,24.78,268.29,536.9,855.15,127.6
9794,South Korea,Debris,2012,26615.95,GEO,Inactive,652.47,271.48,589.24,663.13,868.97,300.22,775.54,727.14,306.21,536.23,864.31,528.86,820.41,896.63,452.73,899.48,470.05,83.9,95.94,346.98,426.17,859.05,988.02,877.64,694.18,970.23,118.46,469.2,583.54,246.0,272.05,937.29,395.52,167.45,147.59,131.95,484.27,950.3,968.89,924.57,502.12,227.58,461.85
9795,Russia,Rocket Body,1973,15217.1,MEO,Inactive,228.66,613.47,976.71,95.56,99.62,757.97,155.54,641.36,386.48,490.29,586.98,808.54,263.0,349.42,295.25,342.62,408.43,544.5,442.75,532.67,461.26,110.57,885.19,113.97,776.48,19.79,491.51,119.83,881.22,358.0,801.04,446.74,972.2,482.57,830.56,468.06,226.57,627.93,92.19,140.29,445.79,114.54,59.63
9796,France,Debris,2023,32338.44,GEO,Inactive,676.56,104.48,761.65,929.93,72.62,351.4,750.64,587.07,346.1,911.29,65.52,412.87,881.83,129.26,320.92,836.7,88.08,210.46,288.7,247.4,374.28,491.58,672.75,502.15,354.66,962.69,944.15,29.41,755.75,218.89,209.44,445.35,570.72,336.02,999.46,621.13,527.73,659.74,381.64,558.67,607.81,663.16,664.69
9797,Australia,Rocket Body,1971,7780.37,MEO,Active,193.78,611.68,434.56,710.64,806.63,473.69,319.42,604.12,675.03,460.26,639.97,332.81,812.84,285.07,158.09,720.54,44.77,684.61,276.84,599.89,733.13,771.69,420.33,39.47,581.23,54.62,187.63,769.11,715.34,752.31,19.09,655.72,829.66,800.77,486.32,308.52,979.62,42.91,991.89,481.77,949.05,277.64,429.1
