object_id,name,object_type,country,altitude_km,launch_year_estimate,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44
431,OBJ-431,DEBRIS,India,6162.58,1987,106.535,73.729,118.772,6.123,161.901,-197.707,-55.57,-71.13,68.443,143.358,-24.939,-90.096,100.404,7.918,23.275,15.207,-17.415,6.344,-234.436,-42.407,-71.293,132.395,-119.007,-31.508,91.358,88.195,-27.767,16.459,1.805,238.808,-135.222,55.63,82.668,-173.812,-128.818,145.176,-138.087,-13.907,45.556,54.591,-106.596,-34.066,34.947,-22.425
432,OBJ-432,PAYLOAD,UK,3907.71,1967,-63.434,-15.862,153.556,7.476,-15.461,108.413,26.794,47.649,-6.666,-68.774,11.245,-107.025,121.227,15.744,134.318,-25.425,-198.906,195.412,87.068,47.531,55.215,9.592,-12.12,47.958,48.038,-147.512,-89.772,-44.492,-52.631,-28.245,53.308,36.067,67.745,-116.023,-1.483,-207.722,92.065,131.727,-44.589,-21.361,117.73,-65.593,47.831,-58.179
433,OBJ-433,UNKNOWN,UK,22969.66,2008,171.885,4.248,53.873,-39.751,79.103,22.955,-172.829,4.805,77.39,156.999,-15.573,24.108,58.972,-38.093,6.456,-203.214,-75.55,166.545,15.129,-29.025,-3.828,91.362,-122.838,-87.457,54.636,-55.984,-33.435,-47.232,-172.852,92.882,101.021,31.891,301.132,-52.449,122.504,23.492,142.353,-167.386,66.75,191.39,-50.187,55.374,-77.299,144.191
434,OBJ-434,ROCKET BODY,Europe,25480.09,1971,-28.711,-100.389,-21.128,-31.578,41.14,-4.77,-1.802,116.491,61.784,-54.64,-35.253,-172.868,-104.497,31.331,120.633,141.588,-82.503,26.31,61.858,-223.479,-22.593,-57.802,5.597,-14.175,30.211,-62.132,-22.306,-32.142,114.503,-66.721,64.443,-46.674,108.791,2.325,153.425,-99.941,48.966,101.701,-108.177,226.762,-154.474,-163.664,37.959,-74.173
435,OBJ-435,UNKNOWN,India,1292.05,1963,8.478,85.606,-43.996,-140.81,62.515,23.266,-83.67,31.726,-21.698,14.822,27.849,-25.898,98.955,27.742,-122.918,-11.056,-14.638,-80.382,0.776,74.707,8.363,-87.545,60.458,-89.201,-33.976,5.908,23.635,-90.273,-53.186,159.864,104.755,-119.894,-62.477,-90.109,-25.084,-97.57,-368.853,-13.163,-117.746,-118.98,67.569,115.959,-64.581,-54.536
436,OBJ-436,UNKNOWN,Russia,33713.85,1984,-8.465,95.779,54.97,108.183,37.922,322.613,60.476,-64.458,-174.718,-18.717,78.11,246.645,136.143,-9.088,203.854,183.153,61.852,-75.656,-123.434,-159.821,209.962,-16.174,-13.87,123.929,-105.809,-10.35,-32.887,-239.941,38.337,84.777,-12.751,69.464,-73.957,-50.61,-170.609,-75.426,112.032,-46.027,2.164,127.702,113.51,-139.074,124.053,-125.579
437,OBJ-437,DEBRIS,China,2022.65,2007,52.376,-20.893,7.592,-181.323,-54.763,86.91,-16.54,-189.113,-50.353,-84.481,-52.477,-134.854,71.825,-100.427,109.729,-176.22,77.125,21.264,40.155,-42.234,-16.101,1.058,-94.684,-50.178,-185.695,-160.768,24.549,147.52,-315.399,-108.71,-127.313,6.069,-3.833,-39.597,23.107,-38.884,-43.655,-30.277,38.231,-93.02,-18.255,-84.778,62.498,85.617
438,OBJ-438,ROCKET BODY,China,19560.06,2014,27.142,126.792,-161.007,-105.861,-44.78,-104.544,93.944,17.946,174.28,-83.041,39.547,-42.974,-249.401,-2.662,47.597,-176.612,150.004,-109.003,84.89,174.378,95.224,42.352,-43.092,44.004,-32.938,4.294,26.312,-48.853,49.892,-195.489,105.025,40.881,-43.623,-87.955,33.314,-92.753,-5.759,1.134,-69.822,116.204,150.974,30.918,-42.799,103.731
439,OBJ-439,UNKNOWN,India,25572.73,1961,25.796,-10.412,103.187,201.203,-85.458,-168.038,-27.96,-171.033,34.006,-70.424,51.943,-212.289,12.459,186.693,-59.839,-27.541,93.14,26.894,-47.915,4.907,54.629,146.69,180.101,63.525,43.66,-201.25,-42.744,-171.447,-31.341,18.87,184.862,43.672,7.934,-56.656,42.395,-31.147,-74.329,92.832,-130.452,164.002,29.439,174.561,70.203,39.283
440,OBJ-440,PAYLOAD,India,31375.53,1961,-101.956,77.976,134.58,13.617,-163.971,105.454,-136.238,-65.696,-63.955,14.806,-128.386,-23.373,58.524,-39.231,-76.452,97.753,-130.047,168.81,65.739,107.666,-24.816,111.203,144.97,310.908,23.857,77.647,32.84,17.881,-155.485,49.713,-16.464,-202.681,33.8,57.295,-30.556,106.867,168.212,17.546,125.841,-96.185,-12.523,-26.861,112.187,-77.005
441,OBJ-441,PAYLOAD,Other,25752.88,1964,-168.856,-162.293,73.725,17.771,124.453,85.61,-148.696,-72.173,25.065,89.042,97.654,196.654,-51.562,104.731,-7.091,-121.967,103.001,6.249,29.655,34.682,-155.029,131.801,-54.222,-26.573,63.591,10.395,-58.624,61.564,-55.192,76.272,68.194,172.151,27.338,164.896,-13.806,58.633,17.742,-49.173,-46.434,-122.222,-9.196,-105.082,-87.149,-170.437
442,OBJ-442,FRAGMENT,Europe,28893.93,2020,114.216,35.343,-109.161,63.734,1.008,57.506,-190.901,-50.843,67.664,8.316,205.645,46.692,18.668,3.886,120.278,-125.848,173.332,-1.895,45.055,-100.89,-62.723,-73.261,-54.719,-77.715,-12.604,124.536,199.981,-17.806,-68.633,-77.778,-82.639,-56.51,-245.727,20.833,-69.404,281.908,-40.612,69.084,-45.416,-49.516,49.915,106.745,-25.706,55.976
443,OBJ-443,ROCKET BODY,India,12325.89,1966,-54.545,-27.148,-63.683,-154.034,119.416,-81.288,63.296,-131.603,-63.907,-3.338,-8.81,-61.378,-51.346,-80.073,-131.552,37.195,168.381,85.319,-85.953,72.932,7.638,-29.493,-10.878,-7.222,272.2,21.285,29.912,-128.861,75.068,-64.377,-90.182,137.394,-75.561,13.163,15.872,28.661,133.943,-9.601,123.263,116.793,107.768,-44.093,-97.198,89.9
444,OBJ-444,ROCKET BODY,Other,29363.33,1994,-4.903,15.552,-185.772,-139.379,156.537,36.329,255.773,-72.528,123.538,121.038,-17.12,218.141,-86.159,-29.66,1.041,-31.287,-121.286,52.484,128.216,-6.323,-10.478,96.8,123.968,-85.052,202.726,-46.239,61.232,-141.561,9.043,-188.987,10.735,42.466,71.601,-8.038,80.179,70.002,87.952,52.708,224.158,47.57,52.027,-167.919,-3.969,-50.987
445,OBJ-445,FRAGMENT,UK,3031.32,1964,32.68,11.068,159.605,-44.489,5.342,-72.335,43.524,114.59,49.57,4.134,-21.301,-174.235,151.059,-1.687,73.422,54.408,-19.11,-114.831,29.603,-148.583,129.663,121.495,-175.096,-48.747,-151.76,-157.623,-19.534,228.161,-152.249,-55.212,-72.766,-107.857,164.363,-39.09,26.325,135.751,-113.242,27.148,32.758,-24.826,26.075,60.612,133.472,7.467
446,OBJ-446,UNKNOWN,Japan,32230.23,1981,162.901,12.57,-35.674,-90.336,-131.349,66.278,167.205,114.315,-109.991,-54.286,62.061,45.394,21.507,65.521,92.935,-29.495,96.097,-45.523,83.171,-165.366,-73.35,74.185,-55.517,72.741,65.651,-39.452,-72.06,-141.037,43.85,-163.117,9.622,-70.764,-40.371,57.577,-4.396,-108.267,33.403,-106.192,87.96,72.106,7.102,-22.222,0.061,-157.154
447,OBJ-447,ROCKET BODY,Japan,19785.71,2022,16.136,61.57,233.329,-7.496,-19.619,98.266,113.357,153.25,85.637,-99.774,51.078,6.491,-110.598,238.005,73.124,38.514,-115.834,189.395,-38.815,38.327,-14.681,-56.272,41.132,-67.169,96.878,-78.771,83.6,-162.9,-207.074,-71.258,303.032,-68.912,-39.884,98.317,112.381,133.46,22.03,57.174,-113.817,-29.196,70.132,-24.399,58.068,-79.01
448,OBJ-448,PAYLOAD,UK,29451.95,2006,-39.48,-56.517,195.523,48.555,-67.114,-54.347,-51.834,1.015,-40.961,127.045,-159.066,-24.702,-137.66,5.466,-141.759,136.613,-172.491,32.545,98.229,214.135,53.636,-104.162,29.588,56.197,-212.252,37.155,32.989,-30.876,-112.507,32.815,-70.588,-63.161,-8.915,-116.164,25.652,-88.029,-147.208,-164.421,73.085,13.177,-63.737,73.706,-54.568,38.673
449,OBJ-449,PAYLOAD,France,16371.09,2023,-52.354,56.908,-90.343,138.916,-198.015,113.181,126.532,27.122,-17.913,-32.94,-86.612,80.709,-86.098,-123.086,113.178,-121.755,31.396,-100.643,-42.194,-107.625,-27.814,23.298,-42.765,59.645,16.688,-42.11,-261.327,82.185,1.465,31.375,34.156,-176.936,172.465,103.828,3.1,52.613,82.71,-10.017,85.442,54.501,-150.861,82.768,85.002,-10.471
450,OBJ-450,DEBRIS,Other,23225.82,2005,-3.736,123.252,-70.827,81.109,-50.173,11.485,-47.857,116.061,-101.597,-57.857,50.731,-118.198,-85.557,-165.458,6.719,118.479,-67.559,-19.185,-89.176,-95.697,97.367,-89.172,-25.229,24.937,51.692,60.491,192.565,165.85,-62.43,-67.402,-175.843,-79.846,5.372,162.545,7.767,101.382,-2.904,-100.978,-95.74,47.753,18.55,-75.152,-6.325,18.913
451,OBJ-451,ROCKET BODY,Other,19026.27,1992,-90.936,-141.014,46.619,-99.428,-7.154,49.187,-45.871,-147.066,63.145,-66.504,-14.502,31.262,14.653,-42.178,-108.56,-170.415,-163.145,-178.259,177.184,39.78,-108.757,46.064,33.096,66.951,-0.562,135.384,73.783,-21.33,119.171,27.208,52.33,96.738,-224.174,-100.762,-121.037,-184.919,215.114,-197.266,-53.469,169.048,-101.199,12.234,76.274,113.902
452,OBJ-452,UNKNOWN,UK,26380.17,2024,2.888,-78.054,-175.454,-37.496,-64.332,-130.963,-20.859,80.563,-14.887,121.419,-116.612,18.566,48.556,-112.809,-2.417,60.934,122.952,-185.752,-237.267,-131.393,-151.977,125.069,-41.04,-29.44,38.597,-141.408,-38.106,-22.71,16.932,147.803,-70.541,106.976,178.764,92.069,-109.007,-31.557,140.977,24.637,122.321,-120.227,-149.284,-155.829,86.78,-124.221
453,OBJ-453,FRAGMENT,Russia,3085.62,1997,-5.202,-73.854,-43.826,-64.695,-77.155,23.221,-16.12,130.234,67.376,-57.297,150.026,-87.101,48.449,55.791,-195.867,141.927,16.431,98.227,298.989,235.405,-28.642,18.909,-106.344,-200.274,7.906,-0.261,60.563,-128.397,62.596,-27.819,29.264,-67.626,69.164,163.538,-12.423,-1.807,22.211,83.318,-27.616,94.677,161.881,-25.712,-105.459,20.58
454,OBJ-454,FRAGMENT,Germany,2323.02,2018,164.153,-109.205,-53.816,-101.656,-127.754,-67.558,66.137,-88.896,-55.098,99.046,-79.971,195.0,-75.011,56.526,57.83,-52.407,-52.069,-0.447,70.174,-86.567,-7.104,-130.583,-18.54,5.926,70.258,-4.774,42.164,108.825,66.674,-127.902,26.589,-187.287,-129.304,71.586,-73.742,-106.933,-8.74,-3.137,142.399,-94.032,-332.293,-87.755,-68.355,-68.023
455,OBJ-455,UNKNOWN,USA,9016.18,1966,-8.36,-47.47,185.117,-124.418,19.592,47.463,-67.089,138.264,-66.54,-23.041,3.578,-18.184,92.063,-14.598,-12.771,64.456,-96.368,51.888,-31.481,-49.894,21.81,-50.93,18.936,7.829,154.834,31.423,49.528,-6.972,-44.313,78.561,13.911,63.092,-51.119,-17.596,-4.524,38.365,-204.47,128.455,1.937,-40.49,62.432,-21.03,-41.196,-17.51
456,OBJ-456,DEBRIS,UK,5878.08,1977,-192.449,103.312,16.102,166.431,186.927,146.716,88.91,205.772,-74.644,-120.838,-17.152,-13.865,122.784,65.739,-127.012,-48.709,17.457,115.788,32.608,-80.454,13.845,86.468,-212.444,-37.016,77.058,68.665,-87.053,-3.705,-106.542,109.202,-94.744,-107.874,-79.558,77.883,85.671,174.636,84.234,0.053,-2.919,-15.956,-107.496,-40.965,177.529,29.033
457,OBJ-457,FRAGMENT,India,31404.72,1992,267.351,144.759,-28.477,1.064,127.862,28.952,87.474,77.785,39.603,-33.249,-107.869,-102.768,-25.996,6.476,-29.008,58.538,51.542,33.947,70.233,93.476,-40.84,47.392,39.222,64.788,117.531,158.776,7.116,43.344,-4.995,-69.645,-28.384,-100.069,-20.895,-81.252,70.573,-92.01,-6.838,17.734,97.63,-42.337,-80.259,-18.186,135.767,-126.542
458,OBJ-458,ROCKET BODY,India,8016.63,1968,95.683,10.617,-63.148,-22.423,65.363,-90.085,34.296,59.45,-68.035,-3.279,18.495,-16.334,-103.207,186.757,-70.747,-225.85,32.593,73.31,-33.245,216.225,-150.797,55.389,97.418,76.431,-105.742,-110.947,30.207,30.184,86.722,-68.904,23.572,-28.283,148.711,-31.254,39.255,123.671,-46.743,-84.235,205.265,-134.496,43.201,-167.142,10.016,-65.284
459,OBJ-459,DEBRIS,Europe,35135.01,1958,208.235,-32.424,89.405,48.426,67.541,62.647,193.961,-111.978,-20.311,-11.517,39.211,233.475,10.028,62.612,-64.358,16.216,-151.891,25.731,203.524,-70.324,-11.871,176.896,-35.726,21.816,202.742,-157.209,123.191,-14.028,-23.277,-198.327,-24.264,-37.647,-186.704,-73.265,84.475,54.164,2.151,58.217,65.975,-45.076,232.772,-131.796,273.997,-41.387
460,OBJ-460,ROCKET BODY,UK,12234.35,1969,-115.732,80.292,-49.671,53.375,-13.264,40.179,128.739,106.92,-51.843,-13.998,-46.768,-25.271,216.008,89.562,-226.103,39.539,47.685,128.64,147.556,86.658,-103.924,34.907,-33.912,9.864,31.493,18.851,10.261,132.098,59.095,-46.084,140.331,-78.975,-34.341,-134.72,103.033,-130.549,155.287,53.739,17.48,27.232,70.112,-21.679,-131.096,39.691
461,OBJ-461,PAYLOAD,Europe,6687.11,2009,-22.183,-236.397,-5.028,111.883,-180.451,205.86,106.973,-102.559,44.008,-32.194,-33.619,51.87,-105.83,-144.813,-167.216,134.468,69.445,177.345,272.683,-130.591,7.056,31.752,-73.842,121.878,-39.057,44.951,43.119,-160.369,-2.724,-92.272,4.102,-69.94,11.115,4.151,99.417,-36.669,136.465,-41.794,126.65,-13.417,-101.966,149.442,-23.572,110.1
462,OBJ-462,DEBRIS,UK,28462.79,1988,67.44,-105.518,-63.912,-74.366,-36.943,25.397,6.615,36.974,-173.53,-78.501,60.049,95.055,-52.616,-117.124,-22.97,92.526,-34.34,19.957,-122.144,95.927,-110.799,85.668,-15.238,-107.401,41.538,72.032,-91.027,21.129,-155.315,-152.291,-99.287,-50.194,-6.941,30.405,96.95,30.918,136.189,-128.211,133.573,147.258,-4.549,73.202,117.516,-167.154
463,OBJ-463,FRAGMENT,Other,23768.09,1972,53.639,-232.163,-151.754,40.272,-96.928,-58.547,35.177,47.11,24.703,1.074,-197.514,-18.14,5.743,47.884,-40.175,-16.124,103.961,15.764,21.531,175.836,37.921,-117.316,-55.817,-33.138,-54.461,-76.11,6.728,40.717,-146.809,-36.478,43.143,-71.399,-79.67,66.235,-119.881,163.7,-103.823,-149.364,53.463,-10.783,-28.844,43.399,4.418,-66.755
464,OBJ-464,DEBRIS,USA,18015.33,1988,30.694,-106.57,-99.604,-91.117,15.47,77.064,52.381,-329.625,173.134,54.095,-84.5,-40.959,54.166,-154.922,97.398,26.806,-85.192,32.016,-138.701,145.236,166.791,-44.511,144.761,99.782,13.807,-157.785,86.707,-41.239,156.247,-0.493,-244.699,-65.109,118.993,-447.852,-189.114,85.142,157.964,100.754,37.838,1.488,-207.328,-59.545,-84.849,-14.663
465,OBJ-465,DEBRIS,Other,20064.23,1988,-219.961,-76.702,-50.197,-19.016,123.321,-12.768,1.324,40.58,123.603,-146.26,21.343,47.226,-198.558,-62.448,-63.178,-144.612,129.058,-10.553,-109.147,13.282,-72.597,-73.849,12.461,53.578,30.112,121.897,-68.418,61.645,-116.753,-18.782,196.155,-30.573,-15.879,18.27,-78.023,-63.631,-49.011,-116.594,70.126,18.241,5.773,-94.455,39.776,-15.048
466,OBJ-466,DEBRIS,Germany,25936.19,1967,-171.244,147.768,-26.325,5.674,197.341,8.025,-37.557,262.147,-61.665,129.906,-52.674,-24.126,130.589,117.941,-52.698,164.407,13.232,-40.028,-32.627,-103.281,-126.51,65.491,-214.751,-23.503,-68.623,51.247,-38.809,66.309,-63.759,-32.389,-172.078,35.336,-28.721,7.885,-45.679,44.523,74.623,152.256,-143.009,-13.291,-67.292,62.467,267.59,41.564
467,OBJ-467,DEBRIS,Japan,8347.82,1966,151.752,-276.106,-21.942,15.448,6.462,-92.848,-240.571,-209.186,49.46,-369.662,-54.103,-33.185,129.229,-64.586,-48.024,69.116,-49.617,104.834,-30.818,0.077,114.451,-91.91,57.053,39.057,15.578,-37.87,-96.392,110.981,91.759,152.435,89.646,24.905,34.615,-109.073,92.86,-275.338,62.75,-78.4,-104.697,47.774,73.927,-116.498,-83.575,-124.038
468,OBJ-468,ROCKET BODY,China,35868.61,1971,169.533,-41.67,-8.892,11.032,-166.716,-12.243,71.777,-5.389,30.057,7.525,90.169,93.989,-42.479,-120.973,-19.703,-186.09,-31.845,-39.893,36.99,-31.089,176.7,56.345,171.914,-54.821,-70.095,-214.614,-135.542,-11.156,-119.254,30.742,74.079,-54.217,-28.028,-44.443,-9.649,95.288,-14.094,-29.832,24.078,-51.806,-30.825,163.193,-73.182,-20.277
469,OBJ-469,PAYLOAD,UK,35096.59,1973,-10.665,61.957,-48.869,80.183,6.268,3.08,104.145,-194.712,146.939,46.609,-63.332,-6.942,270.662,66.754,9.146,24.599,99.928,-45.66,-11.066,-44.669,-124.558,-21.677,50.907,16.128,-70.739,-66.909,-86.075,-21.715,-68.351,65.073,-113.054,-31.669,-55.369,75.429,-47.982,-71.609,21.421,283.155,-77.029,-116.597,154.654,-4.341,-107.562,-41.207
470,OBJ-470,UNKNOWN,Germany,23467.67,1996,139.043,41.073,134.913,-59.699,8.986,-12.835,-116.112,-89.414,-251.011,-60.335,197.918,121.324,122.771,207.353,-40.633,32.234,23.724,89.837,79.997,20.655,-9.153,-35.616,119.002,68.806,-101.095,69.539,56.232,53.919,-21.165,181.064,55.946,134.435,-92.552,9.74,16.353,-100.591,-164.32,-47.087,3.636,-7.168,35.248,201.459,-41.973,72.181
471,OBJ-471,DEBRIS,Japan,7311.6,1974,-102.323,146.174,94.798,18.167,67.884,-59.089,60.517,-192.978,111.287,-212.583,-175.451,-9.193,117.445,-80.865,57.122,-77.394,64.507,97.511,31.891,-6.655,48.676,91.183,67.718,129.187,-37.371,43.48,-24.611,-19.748,-34.23,98.69,-68.948,98.663,219.006,-1.775,53.583,-26.464,5.898,-96.418,20.352,38.471,21.34,170.336,108.277,7.409
472,OBJ-472,FRAGMENT,France,24539.38,2011,-79.443,16.105,-13.511,-75.89,-1.92,28.823,-59.153,15.954,-26.752,-9.672,-221.199,-131.72,118.755,122.403,230.022,9.687,107.467,233.347,164.753,70.784,-26.026,-133.216,99.098,66.091,-55.069,-137.831,-85.743,-152.134,-97.052,-27.36,-16.543,54.822,79.325,89.292,77.575,-119.561,-23.543,-33.916,-98.196,16.307,196.524,42.13,156.76,-44.43
473,OBJ-473,DEBRIS,USA,2747.59,1981,-110.228,37.428,25.426,292.075,6.652,-92.347,-36.653,79.36,-74.323,16.97,87.894,-342.58,115.872,-93.317,-82.544,-87.448,-52.598,121.966,82.88,71.434,-175.161,-48.868,94.229,136.363,47.388,61.912,217.909,86.242,-19.352,-185.3,47.04,-177.133,-38.232,231.484,-41.303,-14.668,219.642,-151.71,59.634,-88.865,30.029,38.168,-126.546,121.794
474,OBJ-474,FRAGMENT,Europe,1258.59,2015,-84.992,-183.851,-37.209,-91.286,-63.206,-115.899,131.076,40.974,-77.18,-114.872,-98.395,-183.815,-2.191,-11.247,39.183,-140.46,12.73,82.703,-117.896,-6.28,-137.291,292.952,95.375,-144.264,109.63,-8.819,-70.178,-183.429,67.909,-37.132,-4.833,10.705,127.135,-24.257,-95.701,110.36,2.89,-28.226,-190.309,16.044,164.382,-64.501,60.88,-52.989
475,OBJ-475,ROCKET BODY,Europe,9395.35,1978,72.27,-98.827,-284.349,-70.065,-31.19,70.954,-99.063,-93.018,-129.991,-83.013,-96.707,-166.596,-12.096,-6.913,2.953,-61.335,-22.446,97.134,-14.549,43.226,-126.779,185.042,31.668,-221.271,66.209,126.707,62.457,40.168,-12.29,145.547,-100.005,-67.547,52.348,24.677,-77.855,-192.428,-71.462,7.221,-32.168,67.874,-113.064,132.203,77.369,-79.91
476,OBJ-476,FRAGMENT,Other,16740.41,1986,-86.235,-178.27,2.049,88.265,51.323,61.775,-99.215,-60.939,-61.412,96.271,98.473,26.654,-94.357,-78.198,104.703,17.159,101.706,-14.788,-7.801,132.139,-104.01,-181.441,-171.503,-218.246,97.25,-69.793,33.297,253.849,-65.847,97.985,41.037,-95.651,3.851,-89.159,12.012,-2.209,11.519,99.367,-153.279,20.248,-201.741,-38.138,-68.237,58.904
477,OBJ-477,UNKNOWN,India,31278.89,2000,223.974,57.261,30.561,-42.947,-200.848,-130.76,180.483,27.227,-107.973,11.768,-49.727,-97.133,-57.737,87.54,20.3,92.833,-38.246,56.222,43.99,-53.16,8.685,-50.756,-108.929,111.606,88.817,-61.698,24.818,53.321,94.61,-36.738,-20.811,-35.969,-102.905,214.478,-105.227,-10.734,-67.186,50.966,-32.223,-71.001,22.441,-168.84,74.189,-47.551
478,OBJ-478,PAYLOAD,Japan,26221.74,1988,46.007,34.869,-161.266,88.305,-31.729,-182.956,-14.556,-89.892,18.022,-150.868,91.036,-197.413,-31.09,-153.972,-72.645,6.982,4.783,60.964,107.528,1.589,109.773,6.282,-107.096,60.369,-92.67,11.51,-183.088,-69.411,170.646,-7.905,-11.061,104.708,-82.779,-53.981,94.83,56.92,-141.889,14.573,95.625,7.666,120.053,115.392,37.593,6.573
479,OBJ-479,FRAGMENT,France,26778.6,2007,108.453,31.354,49.941,15.302,68.79,-100.874,124.655,-132.88,58.994,44.983,-61.041,-13.091,6.546,19.505,-116.505,93.809,229.572,-54.207,28.26,-102.836,-135.746,-141.121,-252.56,-71.831,-33.407,-41.766,127.015,-45.136,95.514,12.782,-5.15,88.828,96.847,-180.789,-104.266,-13.592,41.203,214.994,-74.189,170.263,-114.672,54.576,109.2,173.202
480,OBJ-480,FRAGMENT,Germany,15409.68,2002,48.994,-88.143,-28.058,-40.319,164.073,-12.83,-159.87,-23.913,-25.657,-93.052,36.253,-108.183,159.83,107.416,61.049,64.87,128.512,-4.894,57.816,47.986,-78.591,201.803,-43.476,-38.489,177.941,-87.348,31.948,37.062,-112.327,-61.597,-134.531,-61.951,75.224,62.178,-155.753,100.57,0.769,60.008,-202.359,-103.795,-43.936,-51.494,-222.641,-48.971
481,OBJ-481,PAYLOAD,USA,12558.31,1977,121.427,-97.295,33.793,-75.276,-39.834,115.435,-151.86,-94.471,149.972,-77.476,-51.142,46.31,-210.249,79.216,-108.38,-103.54,-103.523,95.239,-113.423,19.851,-110.996,2.958,141.547,33.648,-54.464,184.144,91.896,-2.137,-109.673,-55.612,-112.428,8.462,-137.297,-161.017,15.535,141.856,99.318,143.514,-23.417,109.588,-167.617,26.495,29.117,-96.608
482,OBJ-482,UNKNOWN,Japan,13458.03,1988,-86.8,20.945,-25.04,-78.884,118.537,-15.274,-91.294,41.156,-54.842,19.766,-91.981,43.827,134.493,49.122,118.374,64.11,90.198,-1.851,-45.92,46.087,28.841,-18.592,-143.638,-72.331,185.388,142.096,113.868,75.625,43.7,-64.889,-58.92,-42.156,-40.766,129.503,-27.601,108.636,145.601,89.113,-83.045,-224.27,-3.143,3.272,81.425,-21.504
483,OBJ-483,DEBRIS,France,35557.36,1995,144.693,-66.939,125.095,-39.232,169.002,-76.936,-48.146,129.87,-30.886,10.449,173.06,54.409,-101.188,158.53,55.319,66.874,68.877,61.157,-191.212,-98.886,-82.192,38.107,72.808,-81.72,-41.721,-95.991,171.367,145.008,17.105,49.234,41.033,-24.007,67.996,58.929,47.12,-67.661,188.933,139.636,0.162,-54.518,-1.206,147.822,104.685,-30.736
484,OBJ-484,FRAGMENT,China,1597.51,1968,14.094,-102.04,22.623,-17.44,-38.538,14.859,-140.329,259.758,-47.294,-40.261,111.646,-255.828,-10.452,-21.962,8.671,174.18,-110.064,89.68,44.195,76.557,-101.072,36.513,52.91,-65.458,-204.755,22.032,-99.835,131.441,-122.478,-105.588,-92.914,99.756,111.24,-102.791,-49.907,199.475,22.972,114.752,-23.556,-43.037,60.928,-100.696,80.63,76.656
485,OBJ-485,PAYLOAD,UK,31234.41,2003,120.927,-50.839,100.242,-83.188,-55.821,-11.402,36.93,33.807,59.862,-50.421,-72.664,4.541,-72.44,-152.473,-131.226,41.065,-11.006,85.014,84.15,10.202,-159.706,-85.435,22.997,-74.05,-24.728,-153.196,-71.877,-115.581,28.643,144.187,118.926,-6.315,51.443,67.058,40.313,-109.569,69.154,83.434,17.551,108.1,-50.145,149.0,-120.683,-136.803
486,OBJ-486,ROCKET BODY,Europe,20899.73,1974,-143.956,-66.074,108.473,-10.923,-18.207,-138.101,43.459,64.597,69.957,-25.08,-17.84,-12.14,185.428,13.521,67.532,-123.467,-94.77,173.065,-131.898,102.95,135.972,131.528,118.258,4.419,84.657,170.123,-58.202,1.6,9.887,-0.622,20.167,-175.719,-45.633,-33.381,100.72,77.346,28.156,60.975,117.269,177.26,-26.518,133.014,142.704,268.765
487,OBJ-487,PAYLOAD,Germany,15879.98,1977,18.058,-86.672,-111.956,-109.412,-8.195,-137.506,-89.814,-59.932,49.537,-78.059,147.623,-122.164,-49.996,-12.576,161.677,-55.408,-239.26,-58.128,15.845,-43.773,218.956,16.204,-4.131,166.304,166.345,76.014,-86.629,49.28,147.792,-110.58,36.438,13.869,23.6,42.678,-62.335,121.149,-231.915,148.574,-37.706,111.26,62.82,-64.049,74.558,-72.016
488,OBJ-488,ROCKET BODY,Europe,26153.23,1969,14.524,-122.577,-73.902,75.59,109.082,-134.82,-81.86,-53.738,-12.411,108.901,-98.822,-213.743,52.145,-211.582,-42.509,-185.256,-14.597,164.252,-10.228,68.241,8.417,130.875,152.152,-100.711,-147.791,100.366,132.168,151.694,-43.55,102.601,-33.167,181.637,-21.078,-128.135,51.259,214.105,123.6,-58.591,8.653,51.16,21.578,42.058,1.886,52.546
489,OBJ-489,UNKNOWN,Germany,17602.21,1977,-61.924,44.869,45.161,94.736,-77.373,247.985,-68.678,128.406,-134.062,-156.919,-93.411,-10.868,57.327,-112.51,-74.191,51.048,-50.609,47.428,168.844,44.503,148.56,-57.564,-19.949,-7.323,82.827,-25.154,-100.32,35.917,138.66,150.029,-159.605,-70.0,38.2,-134.284,179.578,106.913,54.582,-73.403,-32.308,106.278,40.495,54.778,3.598,93.442
490,OBJ-490,DEBRIS,Other,31463.49,1964,31.312,155.605,-36.554,-70.433,153.807,85.998,-116.489,-27.633,-31.944,-24.088,47.006,106.412,-116.001,-125.263,-9.203,165.397,-110.09,83.405,-89.437,152.465,-56.691,-179.593,34.336,46.062,89.315,117.47,-37.925,-68.37,143.042,314.111,53.192,154.854,147.809,31.787,77.132,-69.646,55.925,-159.639,101.005,-135.252,85.251,297.865,176.373,19.157
