object_type,country,altitude_km,launch_year_estimate,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50
DEBRIS,ESA,19516.1,2025,586.52,41.845,541.024,186.775,581.664,248.26,951.3,435.635,319.161,674.1,721.936,398.152,337.781,996.096,612.333,364.629,124.134,668.559,937.953,61.767,366.663,854.998,490.112,958.39,767.581,225.338,219.112,102.433,815.045,791.782,564.154,786.697,582.014,146.486,766.218,470.865,73.32,526.701,619.728,691.334,131.366,439.632,690.529,31.727,217.363,435.564
PAYLOAD,ESA,10539.49,1968,81.542,623.405,764.925,993.298,322.543,425.445,389.836,184.662,66.7,417.759,339.485,88.627,816.056,51.864,63.008,996.297,339.29,655.771,693.764,789.266,140.762,685.182,389.476,385.188,239.994,56.762,823.152,388.851,649.557,535.316,848.396,354.199,878.378,764.4,902.731,745.758,0.257,723.294,764.725,373.745,363.437,260.853,113.485,164.234,146.766,920.769
DEBRIS,India,24307.87,1976,865.122,281.943,449.234,2.275,714.871,392.381,786.306,592.135,171.314,477.285,178.362,476.953,345.95,554.663,820.575,64.063,544.15,793.379,14.632,59.144,710.105,964.963,956.631,542.633,844.549,290.436,778.508,950.305,484.877,872.477,563.06,882.809,876.946,55.204,709.146,68.378,329.55,660.057,671.354,108.876,750.546,706.681,619.791,112.511,867.808,480.705
FRAGMENT,ESA,5010.85,1967,360.773,834.138,240.986,607.704,356.426,443.572,232.559,791.774,172.583,12.687,507.965,464.81,352.58,738.95,359.495,904.173,353.062,409.813,844.432,206.161,150.606,308.473,296.265,672.725,924.8,470.792,447.377,1.365,77.842,411.69,193.571,140.344,338.981,63.745,389.262,546.104,462.721,935.188,105.444,676.149,361.509,552.343,102.415,803.921,96.906,344.046
FRAGMENT,Other,35267.39,1966,544.219,236.89,653.094,651.442,617.92,133.054,336.191,505.419,915.753,56.611,23.611,269.846,979.233,330.011,479.84,769.457,583.314,366.676,894.098,321.769,315.5,351.117,654.477,699.138,104.17,409.109,843.219,612.093,867.084,177.347,662.145,78.291,686.179,505.895,871.339,852.825,540.528,967.612,563.864,302.211,350.101,451.552,718.69,517.045,75.025,468.23
ROCKET BODY,India,35737.08,1983,180.337,254.348,975.233,168.556,104.512,145.613,366.881,26.297,304.793,994.211,264.775,348.856,559.654,38.977,29.176,283.251,828.492,985.419,987.131,550.18,356.912,822.171,406.579,823.928,18.604,303.004,219.77,734.914,515.189,422.075,818.856,615.744,995.108,721.182,653.423,231.833,843.601,238.802,972.091,88.245,456.692,242.911,261.135,869.339,869.186,85.62
PAYLOAD,ESA,11750.36,2005,117.211,530.859,365.03,48.709,327.268,636.825,554.861,149.694,665.265,176.872,411.83,70.864,54.493,429.33,179.514,422.254,453.615,748.132,706.888,42.201,882.642,796.126,985.327,418.698,430.314,431.965,169.784,983.587,849.991,732.98,407.008,363.608,745.031,691.025,284.587,327.261,377.044,327.991,785.355,988.381,303.844,891.228,767.617,2.865,432.689,903.478
FRAGMENT,ESA,35916.18,2023,308.537,501.823,49.868,781.709,43.402,207.518,754.897,71.936,812.056,475.72,448.757,926.198,608.146,305.368,144.086,539.65,727.6,199.688,762.507,29.566,44.197,745.062,862.216,617.407,983.136,808.725,879.139,461.801,499.134,407.73,836.318,252.472,739.396,14.702,169.095,199.896,928.992,968.027,2.171,308.787,818.917,153.604,987.288,981.948,760.602,516.324
ROCKET BODY,China,30068.07,2025,509.856,955.873,219.725,294.058,779.104,415.296,46.64,248.465,135.716,519.085,149.732,93.065,422.996,908.486,230.61,965.302,812.121,921.871,518.06,999.525,294.43,296.962,666.426,90.983,220.335,519.756,403.465,371.939,380.312,882.952,409.842,660.461,425.322,261.179,90.095,676.208,75.761,448.982,943.897,631.55,767.867,637.726,220.311,659.915,450.06,861.888
FRAGMENT,USA,32133.98,1969,664.552,393.58,275.762,858.451,421.695,563.533,974.102,16.943,391.019,304.799,323.467,753.119,955.481,972.803,387.862,310.837,568.202,768.411,860.614,614.088,653.116,396.814,29.257,192.086,478.668,461.583,420.376,497.875,432.908,164.91,941.0,569.173,687.381,990.471,907.358,189.455,858.867,388.939,710.158,948.828,42.023,487.296,456.885,144.301,903.426,154.119
ROCKET BODY,China,26833.49,1983,592.403,893.826,879.746,943.076,738.003,493.387,180.553,862.403,240.845,352.437,454.725,628.845,107.098,407.485,7.455,528.007,137.797,409.357,912.727,189.27,954.826,906.489,754.04,891.302,545.208,803.994,809.794,753.329,951.246,185.802,793.668,194.846,50.226,206.108,322.286,406.66,451.728,418.491,336.682,886.226,174.674,575.297,32.244,519.133,767.502,260.489
PAYLOAD,Japan,6270.56,1977,504.041,823.372,465.324,215.95,211.809,626.104,827.668,640.843,952.262,33.092,860.999,848.91,965.47,998.83,808.464,539.482,582.368,112.934,203.613,218.408,477.992,643.71,612.329,729.517,476.528,788.647,701.92,336.782,945.824,57.719,582.409,765.176,128.749,119.453,418.388,865.957,712.088,38.461,971.573,549.89,393.868,716.058,932.868,227.056,761.565,235.347
DEBRIS,Japan,14348.44,1977,969.788,727.385,464.975,392.321,162.763,186.461,850.35,245.315,637.468,499.164,199.288,948.136,5.248,174.892,838.245,407.019,717.453,119.417,522.124,763.837,400.553,447.378,436.904,651.556,545.718,124.157,158.206,184.384,540.717,347.429,672.15,107.987,693.366,754.747,753.052,113.109,944.916,386.198,683.932,94.487,777.028,143.184,839.73,82.256,435.505,309.637
ROCKET BODY,USA,19417.47,2009,864.87,71.323,824.565,775.298,708.623,825.963,187.536,448.762,271.687,284.032,451.024,575.058,44.752,166.456,735.988,947.234,806.811,613.172,277.634,895.95,141.706,652.007,7.002,946.442,871.513,706.467,72.603,284.112,424.633,780.437,121.852,824.247,68.941,254.104,518.804,839.004,349.973,203.809,961.241,822.038,817.115,425.322,941.735,241.309,413.058,641.784
DEBRIS,Other,20066.39,1982,202.212,987.927,741.556,609.518,492.444,476.196,685.33,986.575,146.623,229.166,982.5,11.783,487.833,298.795,178.886,952.501,739.51,194.753,404.522,631.386,360.432,445.682,107.808,658.303,840.97,441.915,667.723,222.035,466.166,39.366,516.656,526.186,468.573,991.034,571.343,542.242,495.677,941.516,562.736,182.923,178.264,940.116,413.86,512.929,642.837,261.43
FRAGMENT,India,28213.67,1985,72.959,886.827,327.371,543.492,558.799,523.405,174.481,566.09,714.064,401.804,275.82,733.139,241.53,951.424,536.201,457.0,712.833,32.274,289.467,541.163,89.473,567.577,339.077,769.039,204.308,625.063,275.233,683.923,776.929,708.4,386.769,211.956,142.012,943.805,815.684,915.503,743.745,941.208,2.756,504.891,942.96,170.841,551.27,636.966,893.854,13.537
DEBRIS,China,9134.88,1962,616.652,924.903,130.407,731.06,591.222,97.64,958.99,733.207,454.613,265.197,910.958,309.397,887.374,475.929,152.576,812.722,233.34,507.529,891.97,350.965,973.329,365.552,953.553,315.886,723.236,175.223,128.55,866.154,902.818,476.062,762.281,179.661,606.82,255.998,627.264,997.37,42.652,285.282,558.813,927.953,639.057,157.109,213.57,595.992,711.037,348.935
PAYLOAD,USA,34156.86,2007,391.443,706.722,395.156,743.238,302.882,990.628,48.054,410.236,206.424,778.254,553.047,481.795,939.354,322.282,904.091,822.155,573.189,894.584,62.909,541.296,843.502,346.868,973.377,280.568,382.522,341.201,737.506,940.591,809.739,499.116,46.08,73.205,281.031,591.27,4.581,38.505,997.64,923.804,807.229,271.24,481.955,111.976,432.136,445.615,68.275,617.662
DEBRIS,India,23859.01,1993,480.046,189.869,421.477,336.597,77.085,43.237,318.393,881.701,392.641,63.12,35.881,177.358,208.874,808.175,708.466,815.182,193.575,84.633,118.834,473.298,49.519,510.005,485.15,513.303,902.82,143.2,252.245,73.974,89.14,334.881,497.719,933.382,158.14,37.769,400.054,451.281,224.816,663.432,975.698,547.21,185.22,708.595,694.441,94.12,391.949,72.462
SATELLITE,ESA,3748.75,2022,314.369,422.086,722.422,549.584,396.7,553.379,577.491,80.632,372.012,860.213,495.242,863.704,953.642,66.308,253.56,387.648,131.035,645.957,624.419,895.526,977.406,710.0,216.142,311.761,979.129,503.552,497.465,253.827,143.312,264.049,254.471,397.238,734.103,512.314,197.564,560.691,791.399,244.221,470.919,76.578,831.185,536.95,841.978,912.497,462.734,441.442
PAYLOAD,India,15269.25,1965,447.007,388.01,459.845,855.226,163.135,457.812,779.077,409.061,736.98,66.924,944.099,8.691,92.186,783.568,106.279,881.612,718.316,370.87,267.101,304.357,248.214,801.142,76.965,486.734,695.226,212.152,226.503,709.342,969.383,911.65,816.3,998.636,165.515,844.628,722.331,198.669,222.8,674.152,88.728,549.108,713.227,285.717,532.639,307.018,173.17,357.5
PAYLOAD,India,3570.42,1983,507.31,629.605,251.26,67.504,301.126,292.785,241.478,553.394,203.11,441.947,684.442,544.487,194.115,455.967,555.604,59.979,498.733,565.339,559.421,885.734,853.775,447.68,829.474,675.247,273.632,407.325,333.573,890.486,205.112,381.251,257.834,143.624,360.931,62.147,161.102,775.47,10.479,356.568,809.34,874.263,98.02,400.953,906.885,486.984,998.265,86.438
ROCKET BODY,India,32324.65,1981,272.801,289.752,994.16,299.859,32.214,360.064,865.186,253.799,352.436,703.978,175.042,680.005,199.727,718.561,599.124,169.082,730.321,597.792,105.083,966.57,680.257,377.84,536.171,864.585,628.959,180.635,479.175,553.077,114.656,108.349,71.909,801.717,694.267,85.963,211.194,610.993,974.367,143.266,717.801,370.878,599.526,206.585,30.186,663.135,45.027,759.767
DEBRIS,USA,9173.01,2003,11.294,304.039,36.37,864.169,164.411,463.605,963.547,697.306,191.391,824.687,983.841,372.331,143.325,526.651,84.667,302.958,232.57,747.974,880.737,674.945,603.884,347.629,876.131,216.451,219.511,206.233,246.023,585.732,290.783,228.464,52.03,8.041,314.523,989.205,911.289,285.496,917.316,637.458,986.284,676.18,669.008,785.054,768.314,842.644,936.286,713.748
DEBRIS,USA,7894.91,2003,395.352,915.417,901.422,121.924,317.358,732.191,678.834,783.381,193.438,431.192,497.023,831.586,719.096,594.163,476.364,188.115,382.88,356.723,117.756,496.834,197.023,27.56,793.805,282.663,619.372,123.646,371.104,880.272,486.778,576.776,8.463,480.26,978.675,379.8,893.435,908.478,754.112,699.279,817.752,665.118,927.167,866.45,686.959,572.311,619.031,983.539
PAYLOAD,Russia,34014.65,1973,898.063,154.387,869.694,606.855,768.845,891.354,828.54,626.423,867.784,15.522,64.023,742.917,153.607,47.172,362.369,672.979,171.018,531.407,543.644,12.706,922.668,210.136,799.232,774.438,155.984,473.015,196.077,686.121,442.562,68.456,830.708,657.792,319.824,15.214,103.756,790.012,791.358,838.409,348.956,997.072,636.165,982.363,768.836,623.994,287.17,590.84
ROCKET BODY,Russia,18479.08,2012,129.496,915.109,680.325,111.107,198.976,116.274,925.558,694.843,424.516,119.068,862.955,670.331,104.115,147.873,32.86,851.738,220.505,288.896,155.804,169.98,373.732,638.964,782.892,573.755,374.742,302.167,308.134,385.196,300.979,659.637,915.353,336.63,697.302,956.426,813.689,986.842,579.262,632.222,499.356,240.88,257.293,158.708,371.594,531.966,22.341,932.875
PAYLOAD,USA,27363.47,1957,366.332,414.506,902.179,649.705,233.141,173.079,360.704,832.257,900.975,351.664,442.698,334.098,606.043,262.541,626.084,643.807,50.979,717.119,93.595,380.084,388.709,899.08,829.962,832.678,855.46,0.822,571.79,782.099,526.346,490.495,137.82,404.361,508.993,36.459,709.869,919.718,81.77,291.14,950.854,121.504,40.254,474.006,34.83,701.073,685.964,749.581
DEBRIS,ESA,28309.99,1973,872.953,666.981,108.359,854.832,900.079,918.752,745.057,693.185,211.857,953.525,223.38,996.18,881.372,978.888,42.463,875.612,366.051,20.709,682.84,806.14,819.511,213.723,506.939,594.687,506.503,332.549,867.127,237.501,180.386,373.483,307.02,756.758,521.156,481.213,413.45,225.347,379.824,565.667,159.678,892.123,186.192,241.437,737.005,363.394,692.605,146.063
SATELLITE,Japan,29990.91,1974,355.558,836.329,106.327,835.455,49.481,523.222,709.666,0.607,925.896,527.574,89.157,883.579,481.395,280.475,805.774,187.245,58.53,503.44,331.309,232.649,219.111,225.048,624.825,453.59,145.741,596.559,735.918,425.898,811.791,457.135,373.075,690.394,115.183,767.812,978.095,841.767,714.501,836.344,466.376,131.824,499.189,10.691,267.697,433.196,210.602,130.697
SATELLITE,ESA,7312.62,2001,972.906,364.865,469.884,737.714,590.786,896.206,149.507,531.514,178.668,676.891,424.509,28.486,649.798,250.065,950.564,816.864,40.085,362.235,217.335,136.084,971.016,279.709,827.255,552.838,615.833,723.495,264.774,473.108,208.373,87.107,214.371,10.716,658.188,594.741,395.424,575.125,190.311,663.007,543.038,819.25,943.232,49.528,467.682,717.165,882.61,540.054
DEBRIS,China,28716.93,1983,587.254,174.132,759.986,815.934,291.556,242.109,627.104,348.121,999.005,134.404,266.301,526.872,735.324,914.119,409.432,508.757,283.672,784.855,71.029,675.778,322.906,245.924,438.778,503.308,263.868,205.544,356.7,314.059,908.77,850.921,226.78,626.394,349.384,564.782,757.587,463.51,255.47,877.887,858.296,285.215,826.263,802.819,910.23,792.597,385.966,13.096
ROCKET BODY,China,35283.68,1976,255.595,370.869,775.737,888.379,550.774,756.659,580.803,89.799,765.194,277.067,383.314,145.591,194.91,847.775,504.729,903.821,420.283,651.715,680.138,173.758,419.225,44.751,687.295,751.279,886.258,434.814,837.23,587.805,524.781,399.419,487.767,601.608,142.429,171.473,961.874,715.252,701.181,255.232,298.835,125.987,627.729,406.066,621.154,805.577,620.473,517.774
SATELLITE,India,7646.95,2021,914.913,683.419,644.911,321.162,541.116,947.047,344.147,450.559,152.258,604.81,528.027,992.078,84.398,770.768,23.499,685.359,124.043,103.639,624.565,1.383,955.689,808.669,227.159,50.817,592.233,238.054,288.891,658.045,579.872,231.188,177.009,427.292,765.128,398.669,408.254,129.867,428.675,666.901,745.147,32.048,145.545,807.43,168.208,912.09,844.944,994.338
SATELLITE,Other,19601.94,2019,769.067,66.458,302.568,923.895,206.207,9.465,503.447,908.451,880.068,645.145,961.559,137.193,712.46,921.399,154.5,945.249,776.692,773.659,95.014,818.384,56.032,278.538,489.061,622.514,770.686,396.987,548.459,259.806,738.695,472.5,89.155,117.036,990.947,969.212,799.268,323.234,80.87,695.667,319.401,840.925,304.807,861.264,711.918,300.943,401.031,230.288
PAYLOAD,USA,26617.57,1974,115.515,614.074,174.034,743.992,634.42,304.026,442.115,797.461,641.333,493.987,944.935,35.799,947.277,466.155,884.046,302.479,685.223,193.663,269.023,207.711,364.624,223.624,866.828,674.673,796.436,83.908,581.025,55.902,202.29,415.001,434.717,260.07,948.601,539.885,427.488,467.747,447.605,615.336,195.989,142.569,723.024,784.68,610.487,76.416,689.516,352.38
PAYLOAD,Russia,15169.31,2006,582.195,880.124,664.815,202.452,644.19,0.42,192.796,648.97,818.969,143.396,261.445,806.57,215.091,472.473,382.371,149.884,417.835,575.129,840.984,834.508,849.617,194.412,209.417,410.327,278.981,759.24,907.691,429.9,162.634,77.171,22.054,292.238,719.64,135.946,69.212,874.817,28.541,900.628,560.078,838.084,208.228,749.97,192.724,856.806,523.661,119.139
SATELLITE,ESA,25731.22,2004,687.635,440.748,727.714,720.933,950.23,680.672,704.166,402.074,490.308,551.511,886.489,440.938,314.636,559.732,597.973,353.381,145.156,835.563,719.14,367.431,864.921,55.069,71.972,313.721,890.52,65.597,807.983,941.235,465.016,114.578,200.555,217.318,204.262,522.655,559.5,17.409,418.306,393.192,860.306,776.676,472.073,854.399,449.173,427.633,945.318,767.892
SATELLITE,Russia,12850.27,2005,536.293,756.427,636.745,545.22,492.033,276.269,902.917,428.861,260.811,813.747,370.654,484.632,349.494,886.904,931.963,802.599,271.131,785.835,386.889,608.756,837.825,401.788,895.088,80.8,755.656,406.232,728.664,288.393,245.026,439.061,431.294,749.224,515.309,961.17,207.918,953.984,277.625,938.387,758.04,242.899,892.162,620.226,823.014,787.291,709.97,258.201
PAYLOAD,China,26761.31,1987,950.731,32.721,792.601,649.788,66.37,983.272,680.244,26.916,952.203,669.046,80.946,407.879,886.272,926.915,153.126,948.175,819.677,693.947,640.407,470.259,174.205,66.861,982.129,295.349,346.227,773.221,78.73,28.96,270.325,206.303,878.515,158.262,476.073,220.569,52.335,12.36,88.381,450.428,709.771,551.886,264.054,951.674,584.962,749.728,943.435,206.811
PAYLOAD,ESA,29859.29,1968,460.953,590.063,562.44,635.684,207.243,442.118,618.595,699.802,337.87,570.946,367.721,407.383,669.206,994.679,415.238,777.636,236.9,556.258,669.997,433.691,357.741,885.936,924.8,794.554,444.905,170.368,653.354,454.772,380.548,541.956,166.242,653.637,476.064,796.08,808.651,806.362,677.328,32.028,615.022,878.148,458.84,633.614,945.982,427.135,889.066,143.898
SATELLITE,Russia,7293.91,1980,450.046,576.119,638.7,238.079,899.476,214.723,345.455,560.468,7.474,78.212,636.85,43.396,550.509,182.142,17.844,933.98,249.906,158.165,0.475,62.423,931.707,590.29,557.15,427.589,184.315,330.206,947.236,464.71,309.626,958.171,326.588,178.509,840.478,423.958,680.303,640.102,673.14,129.706,984.974,843.109,150.205,168.723,308.992,574.021,563.051,481.435
SATELLITE,ESA,30775.57,1991,415.277,555.607,196.683,643.302,38.016,551.797,735.538,762.117,409.068,538.351,421.498,351.206,622.683,728.035,439.366,810.615,606.899,414.584,293.959,468.37,839.104,746.031,866.976,977.451,85.613,754.338,870.933,364.473,512.774,101.404,442.199,838.35,629.284,869.913,611.402,120.485,36.37,501.314,77.301,501.059,938.296,131.974,7.035,196.474,766.864,38.973
DEBRIS,USA,9696.68,1988,864.066,706.572,313.421,42.688,522.425,556.942,426.702,36.342,985.298,932.247,356.74,883.739,844.966,539.413,592.066,288.391,968.9,851.889,282.788,924.101,600.042,733.389,905.398,231.897,967.311,658.571,982.335,939.578,199.952,316.744,52.095,85.435,546.589,248.392,428.466,66.188,679.413,710.294,31.42,741.325,804.017,598.72,638.174,662.323,190.637,744.767
ROCKET BODY,Other,25314.72,2018,879.867,240.474,826.832,875.262,83.142,35.026,84.99,186.279,751.088,755.299,297.416,763.231,454.079,6.658,910.485,805.915,316.99,134.418,91.699,928.413,152.936,902.824,444.306,948.67,639.422,838.717,397.089,965.117,660.354,326.419,824.726,82.41,100.668,661.503,662.403,920.196,568.976,720.59,599.738,612.129,64.953,354.47,451.082,717.944,182.324,505.323
ROCKET BODY,India,32579.91,1986,639.795,360.947,583.089,555.052,439.961,318.733,402.407,564.697,766.068,818.854,5.611,411.819,807.662,344.252,304.825,510.734,35.803,804.412,993.966,13.924,34.726,912.074,605.295,892.069,238.473,823.614,894.975,490.533,60.029,960.631,297.645,612.978,490.886,226.174,421.439,649.401,961.216,398.841,96.903,968.247,284.812,145.201,438.387,610.656,671.227,195.643
FRAGMENT,India,33123.38,1987,454.041,775.855,215.294,576.454,934.909,690.255,369.329,355.32,211.831,104.779,198.907,622.247,714.254,696.316,707.326,132.934,586.337,981.453,578.07,131.88,809.109,974.019,361.051,953.403,186.749,803.096,205.499,890.234,950.284,785.29,554.311,527.646,836.264,419.002,158.486,172.372,644.648,620.832,313.323,86.545,396.01,562.075,387.229,859.22,846.904,327.673
PAYLOAD,USA,22514.93,2000,273.258,703.708,56.903,871.149,950.912,117.669,550.199,622.214,370.432,241.652,901.119,613.547,990.134,56.7,348.167,832.748,796.515,745.354,636.062,570.047,570.89,729.351,206.4,190.217,347.79,486.665,689.747,950.301,475.648,140.752,924.637,532.523,435.748,207.74,41.834,495.01,214.573,897.077,986.394,529.176,727.722,379.655,290.355,889.626,918.233,502.919
PAYLOAD,Russia,22655.95,1971,893.028,142.935,249.443,26.299,976.105,95.91,186.964,105.358,349.18,739.998,603.211,151.762,911.067,525.545,844.625,423.363,439.709,573.151,253.648,155.258,787.093,265.078,132.948,155.493,68.49,105.883,349.186,499.221,911.722,247.988,980.691,737.147,478.684,227.635,81.749,270.139,68.657,877.275,863.939,719.165,270.799,859.195,133.286,757.733,989.461,933.762
FRAGMENT,Japan,27131.34,2020,26.802,305.341,779.188,474.744,410.694,811.866,482.992,114.804,768.566,172.058,938.976,70.913,134.03,569.149,527.308,854.644,720.154,805.843,452.192,896.091,420.023,513.426,885.346,71.76,88.024,781.429,35.125,687.93,852.363,542.704,133.757,385.608,770.632,844.447,523.802,147.054,822.0,863.773,397.22,383.595,523.778,50.55,800.81,157.594,34.467,296.1
DEBRIS,ESA,18771.74,1978,431.733,455.588,932.126,229.334,469.516,424.396,463.212,436.933,387.095,590.565,458.261,856.552,128.548,419.324,215.139,837.418,608.609,272.547,606.111,643.837,710.655,572.667,833.366,910.768,296.596,924.762,797.786,106.807,434.604,624.833,398.478,665.363,708.833,901.833,619.267,771.325,301.03,263.993,871.945,231.579,552.701,783.235,630.52,239.07,99.247,991.663
DEBRIS,Other,9715.96,1961,6.885,437.535,366.416,43.037,469.093,341.469,642.14,792.099,286.66,399.916,627.82,681.074,852.417,20.621,474.066,938.012,608.137,332.752,220.338,872.267,958.837,887.967,272.852,787.506,659.396,899.213,616.536,509.674,452.935,107.95,898.363,761.781,442.241,272.866,403.977,164.093,451.157,814.467,649.889,869.589,620.48,954.998,205.439,83.197,985.015,352.443
PAYLOAD,China,19662.68,1959,982.068,925.931,940.632,787.401,169.929,419.725,967.914,865.818,573.695,574.556,807.833,6.821,992.865,282.012,267.417,591.632,855.996,854.89,868.398,850.504,535.72,411.412,882.118,549.572,294.973,712.88,119.911,133.803,937.754,93.342,315.707,937.604,710.059,622.035,247.406,144.901,488.764,739.017,388.78,142.658,726.551,993.63,402.313,725.86,140.489,615.563
FRAGMENT,ESA,27500.6,1964,218.778,984.513,681.672,631.689,234.195,757.345,370.169,72.428,651.726,903.985,713.826,768.777,257.809,59.174,47.429,97.651,565.019,405.803,845.385,662.065,834.337,360.4,185.044,402.784,264.683,380.072,610.905,558.413,538.833,240.79,633.556,995.651,164.384,126.136,107.316,220.852,763.574,372.601,38.86,971.131,796.507,826.787,817.49,698.597,718.676,445.521
PAYLOAD,USA,25230.78,2020,279.609,29.59,463.444,312.726,315.558,372.917,617.332,233.28,280.361,33.077,34.065,723.635,248.543,521.372,681.682,438.667,271.149,73.908,180.981,612.336,247.558,426.259,975.533,283.959,888.072,378.302,137.787,155.513,315.207,325.72,409.863,536.702,888.05,123.005,603.58,375.302,339.97,134.669,848.536,301.366,440.602,302.236,917.627,861.946,409.857,489.074
FRAGMENT,USA,23117.35,1959,582.026,342.983,759.557,506.719,427.063,82.249,425.472,187.741,490.578,417.801,322.716,948.013,94.514,665.01,955.104,97.843,946.966,244.189,748.215,298.299,378.738,471.23,413.434,636.924,737.123,665.918,737.351,351.623,811.026,163.245,826.651,785.797,889.117,123.691,688.792,159.317,805.268,666.417,23.555,393.423,768.863,531.362,45.654,696.182,161.677,487.735
FRAGMENT,India,27358.62,1970,462.581,666.73,219.953,815.067,585.068,651.93,287.819,78.28,502.314,627.184,314.849,210.825,253.15,775.306,253.678,179.086,906.963,502.804,412.271,937.731,537.533,371.573,411.176,481.687,491.372,337.328,843.8,915.059,327.55,828.162,302.143,377.038,273.739,985.912,807.099,999.82,466.4,584.081,920.155,384.967,350.115,394.456,469.678,312.266,3.874,225.25
DEBRIS,Russia,2912.49,2022,951.998,852.104,296.569,20.931,895.632,747.214,395.12,896.429,762.835,355.483,256.337,536.319,507.929,302.275,131.584,592.563,482.54,965.909,626.719,489.031,928.011,613.28,903.945,983.519,609.524,79.18,234.629,51.57,991.634,270.855,768.37,336.404,267.429,927.301,62.229,138.348,446.873,232.695,331.217,924.361,692.006,84.18,426.005,665.647,367.746,277.041
DEBRIS,India,19611.25,1960,913.375,921.747,110.606,727.728,916.802,854.114,214.119,436.919,20.227,3.434,274.617,535.107,904.672,143.363,895.387,756.394,226.728,48.753,453.684,961.138,186.228,138.984,145.436,887.347,944.095,164.112,825.064,114.393,801.758,334.752,193.492,954.051,581.681,616.811,875.419,70.564,811.653,701.317,198.29,733.961,441.724,378.911,740.711,362.675,261.646,284.621
FRAGMENT,USA,32050.85,1975,632.588,271.406,58.915,469.251,663.893,879.456,488.895,819.661,744.187,908.984,996.188,874.592,731.703,82.991,712.601,33.899,138.548,336.214,983.5,454.574,706.395,112.44,582.569,578.567,661.436,339.852,385.937,70.82,83.375,220.744,428.335,911.381,679.42,340.364,898.539,911.597,532.002,613.401,796.791,41.607,517.409,424.91,247.311,670.574,462.773,691.554
FRAGMENT,Other,28352.2,1985,304.59,754.707,968.763,189.492,758.153,153.382,225.783,286.9,484.572,258.857,453.88,564.125,264.612,276.076,552.756,886.974,536.777,964.01,764.931,342.517,765.236,142.933,375.427,201.71,497.488,194.452,42.058,437.7,946.875,754.155,838.788,440.433,943.841,831.355,815.088,296.728,991.82,958.784,891.081,48.743,931.771,8.358,787.419,199.957,390.634,595.196
SATELLITE,Russia,25165.27,1960,709.097,634.428,736.844,938.928,926.927,506.501,18.705,916.202,371.946,141.88,537.421,678.207,554.189,869.711,600.108,160.764,437.223,637.787,94.006,363.787,134.298,99.568,413.08,750.636,263.876,357.485,928.479,688.086,42.489,866.544,827.811,49.946,344.118,781.904,189.542,781.577,446.204,965.576,259.921,644.971,535.071,351.616,966.93,909.047,671.65,993.731
FRAGMENT,Japan,23841.63,1974,608.024,406.174,181.244,100.254,480.0,157.679,863.406,938.119,975.206,795.172,362.184,223.189,70.72,180.032,158.087,213.318,59.588,440.383,762.07,502.991,723.921,779.261,53.456,686.902,578.587,312.832,133.524,1.946,684.624,707.226,333.726,671.509,943.327,320.822,688.94,380.067,897.281,209.817,297.877,622.208,230.797,21.448,51.522,479.855,432.662,493.791
FRAGMENT,India,16149.39,1992,250.822,593.912,578.596,374.627,595.171,253.681,224.787,589.898,200.151,803.849,919.319,479.984,686.629,12.762,527.631,623.578,755.749,929.89,817.487,812.102,885.205,564.931,613.65,158.761,459.361,778.379,463.613,566.59,179.793,357.558,25.422,494.338,33.43,943.634,941.273,803.942,457.45,67.053,92.455,684.152,216.03,243.021,43.469,702.77,831.334,699.924
PAYLOAD,India,16625.2,2001,32.014,380.342,519.858,350.204,616.542,499.614,105.123,167.59,581.708,610.396,16.061,237.25,144.012,288.926,118.298,949.535,369.246,548.627,773.257,311.191,399.957,96.932,788.244,805.42,431.567,527.748,613.69,336.328,332.51,383.726,725.256,838.785,452.961,475.503,977.42,454.407,557.521,33.861,189.378,206.781,733.122,826.748,372.596,454.917,855.001,981.782
ROCKET BODY,Russia,16177.48,1958,181.26,105.996,698.217,55.1,977.635,604.52,94.13,138.171,256.893,561.842,495.8,808.07,905.263,296.513,976.338,601.027,341.67,301.581,888.039,775.572,123.898,272.987,478.471,501.812,594.224,824.915,517.361,859.417,256.617,341.346,371.94,464.557,314.729,999.74,39.748,713.263,427.754,583.709,655.297,829.234,992.683,225.802,267.213,230.723,5.645,958.373
FRAGMENT,China,12160.73,1974,259.509,543.054,521.223,948.282,150.007,448.885,337.261,749.449,631.926,268.698,534.741,803.19,758.558,237.047,240.627,847.474,359.428,328.444,910.509,694.958,276.793,328.138,35.442,172.087,995.119,8.086,318.353,793.713,957.105,821.802,531.318,195.806,570.183,406.006,556.389,567.241,377.195,272.21,372.985,477.571,83.583,929.122,749.435,652.484,51.131,478.749
