norad_id,name,object_type,altitude_category,orbital_band,congestion_risk,inclination,eccentricity,launch_year_estimate,days_in_orbit_estimate,orbit_lifetime_category,mean_motion,epoch,data_source,snapshot_date,country,last_seen
10506,OBJECT_506,ROCKET_BODY,GEO,LEO,Low,99.17,0.05031,1972,19040,Moderate,1.29,2027-05-22,ESA,2026-03-28,CHN,2026-03-28
10507,OBJECT_507,DEBRIS,GEO,MEO,Moderate,84.18,0.03159,2022,12205,Very Long,7.23,2027-05-23,ISRO,2026-03-28,EU,2026-03-28
10508,OBJECT_508,ROCKET_BODY,GEO,MEO,Moderate,55.12,0.07292,1994,7395,Very Long,12.13,2027-05-24,CNSA,2026-03-28,CHN,2026-03-28
10509,OBJECT_509,DEBRIS,GEO,LEO,High,6.61,0.08747,2020,17089,Moderate,4.24,2027-05-25,NASA,2026-03-28,CHN,2026-03-28
10510,OBJECT_510,DEBRIS,GEO,LEO,Moderate,51.23,0.09387,2013,826,Very Long,13.62,2027-05-26,ESA,2026-03-28,RUS,2026-03-28
10511,OBJECT_511,PAYLOAD,GEO,MEO,Low,56.28,0.08051,1967,9197,Very Long,10.91,2027-05-27,ESA,2026-03-28,USA,2026-03-28
10512,OBJECT_512,ROCKET_BODY,GEO,LEO,Moderate,111.43,0.08506,1988,11653,Very Long,10.19,2027-05-28,ISRO,2026-03-28,CHN,2026-03-28
10513,OBJECT_513,DEBRIS,GEO,MEO,Low,76.93,0.05505,2000,16761,Long,6.33,2027-05-29,CNSA,2026-03-28,IND,2026-03-28
10514,OBJECT_514,PAYLOAD,GEO,LEO,High,37.4,0.08259,1989,973,Short,8.46,2027-05-30,NASA,2026-03-28,IND,2026-03-28
10515,OBJECT_515,PAYLOAD,GEO,MEO,Low,63.04,0.03035,1980,11269,Very Long,10.36,2027-05-31,ISRO,2026-03-28,IND,2026-03-28
10516,OBJECT_516,PAYLOAD,GEO,GEO,Moderate,7.93,0.03985,1970,444,Moderate,8.3,2027-06-01,ESA,2026-03-28,USA,2026-03-28
10517,OBJECT_517,DEBRIS,GEO,MEO,High,116.71,0.03169,1961,755,Very Long,12.02,2027-06-02,ESA,2026-03-28,CHN,2026-03-28
10518,OBJECT_518,ROCKET_BODY,GEO,MEO,Moderate,43.21,0.04674,2009,16024,Long,7.66,2027-06-03,ISRO,2026-03-28,EU,2026-03-28
10519,OBJECT_519,PAYLOAD,GEO,GEO,High,57.34,0.02856,2000,10364,Moderate,3.84,2027-06-04,CNSA,2026-03-28,EU,2026-03-28
10520,OBJECT_520,DEBRIS,GEO,LEO,High,42.63,0.09616,2025,10898,Short,4.03,2027-06-05,NASA,2026-03-28,RUS,2026-03-28
10521,OBJECT_521,PAYLOAD,MEO,GEO,Moderate,81.9,0.03128,1962,5397,Moderate,0.6,2027-06-06,NASA,2026-03-28,USA,2026-03-28
10522,OBJECT_522,ROCKET_BODY,GEO,MEO,Moderate,79.47,0.0098,2010,3466,Moderate,5.47,2027-06-07,NASA,2026-03-28,CHN,2026-03-28
10523,OBJECT_523,DEBRIS,GEO,LEO,High,85.84,0.05268,1984,2712,Moderate,12.86,2027-06-08,NASA,2026-03-28,IND,2026-03-28
10524,OBJECT_524,DEBRIS,GEO,GEO,High,32.18,0.00571,1989,18792,Moderate,13.6,2027-06-09,CNSA,2026-03-28,USA,2026-03-28
10525,OBJECT_525,PAYLOAD,GEO,LEO,Moderate,37.88,0.01105,1970,5748,Very Long,3.84,2027-06-10,ESA,2026-03-28,USA,2026-03-28
10526,OBJECT_526,PAYLOAD,GEO,LEO,Low,15.03,0.02194,1976,18108,Short,16.32,2027-06-11,ESA,2026-03-28,CHN,2026-03-28
10527,OBJECT_527,PAYLOAD,GEO,GEO,Moderate,78.66,0.04644,1985,1920,Very Long,8.79,2027-06-12,NASA,2026-03-28,RUS,2026-03-28
10528,OBJECT_528,PAYLOAD,GEO,LEO,High,4.78,0.04333,1982,17303,Long,15.63,2027-06-13,NASA,2026-03-28,RUS,2026-03-28
10529,OBJECT_529,DEBRIS,GEO,GEO,Moderate,71.72,0.07997,2015,13474,Long,12.16,2027-06-14,NASA,2026-03-28,RUS,2026-03-28
10530,OBJECT_530,DEBRIS,GEO,MEO,Low,104.36,0.07395,2011,16966,Moderate,12.42,2027-06-15,ISRO,2026-03-28,IND,2026-03-28
10531,OBJECT_531,ROCKET_BODY,GEO,LEO,Moderate,106.9,0.04263,2007,14236,Very Long,1.9,2027-06-16,ISRO,2026-03-28,IND,2026-03-28
10532,OBJECT_532,ROCKET_BODY,GEO,MEO,High,53.88,0.03337,1979,15711,Very Long,4.13,2027-06-17,ESA,2026-03-28,CHN,2026-03-28
10533,OBJECT_533,DEBRIS,GEO,MEO,Moderate,55.12,0.03165,1961,14435,Short,0.65,2027-06-18,ESA,2026-03-28,RUS,2026-03-28
10534,OBJECT_534,DEBRIS,GEO,LEO,High,9.24,0.0774,1990,13479,Short,12.32,2027-06-19,NASA,2026-03-28,CHN,2026-03-28
10535,OBJECT_535,ROCKET_BODY,GEO,GEO,High,80.49,0.00521,1986,3882,Short,6.18,2027-06-20,ISRO,2026-03-28,RUS,2026-03-28
10536,OBJECT_536,DEBRIS,GEO,LEO,Moderate,98.55,0.00128,1961,2000,Very Long,13.48,2027-06-21,CNSA,2026-03-28,USA,2026-03-28
10537,OBJECT_537,PAYLOAD,GEO,MEO,High,29.36,0.07955,1963,14850,Short,6.09,2027-06-22,ISRO,2026-03-28,EU,2026-03-28
10538,OBJECT_538,PAYLOAD,GEO,MEO,High,50.56,0.04771,1972,10904,Short,14.02,2027-06-23,ESA,2026-03-28,EU,2026-03-28
10539,OBJECT_539,PAYLOAD,GEO,GEO,Low,100.66,0.01309,1994,16785,Short,2.66,2027-06-24,ISRO,2026-03-28,RUS,2026-03-28
10540,OBJECT_540,ROCKET_BODY,GEO,LEO,Low,105.25,0.02356,2025,14701,Moderate,3.36,2027-06-25,ESA,2026-03-28,CHN,2026-03-28
10541,OBJECT_541,DEBRIS,GEO,MEO,Low,29.18,0.09325,1965,5446,Long,6.12,2027-06-26,NASA,2026-03-28,IND,2026-03-28
10542,OBJECT_542,PAYLOAD,GEO,MEO,Low,66.07,0.08595,1990,2629,Long,7.24,2027-06-27,CNSA,2026-03-28,RUS,2026-03-28
10543,OBJECT_543,DEBRIS,GEO,MEO,High,23.1,0.07098,1969,18041,Very Long,6.25,2027-06-28,NASA,2026-03-28,RUS,2026-03-28
10544,OBJECT_544,DEBRIS,GEO,GEO,Moderate,12.23,0.04822,1980,17005,Very Long,13.1,2027-06-29,NASA,2026-03-28,IND,2026-03-28
10545,OBJECT_545,PAYLOAD,GEO,MEO,High,109.33,0.05203,1982,247,Moderate,2.1,2027-06-30,CNSA,2026-03-28,RUS,2026-03-28
10546,OBJECT_546,PAYLOAD,GEO,MEO,High,98.46,0.09752,1962,5213,Long,6.3,2027-07-01,CNSA,2026-03-28,USA,2026-03-28
10547,OBJECT_547,DEBRIS,GEO,LEO,High,91.2,0.09658,1991,3340,Short,14.31,2027-07-02,CNSA,2026-03-28,IND,2026-03-28
10548,OBJECT_548,DEBRIS,GEO,LEO,Moderate,5.85,0.02153,1979,19395,Short,1.6,2027-07-03,ESA,2026-03-28,USA,2026-03-28
10549,OBJECT_549,DEBRIS,GEO,MEO,Low,101.25,0.08111,1988,2369,Very Long,16.05,2027-07-04,NASA,2026-03-28,EU,2026-03-28
10550,OBJECT_550,DEBRIS,GEO,MEO,High,52.57,0.01972,2011,12187,Long,16.77,2027-07-05,ESA,2026-03-28,IND,2026-03-28
10551,OBJECT_551,DEBRIS,GEO,LEO,High,41.09,0.02135,2005,1840,Very Long,1.96,2027-07-06,CNSA,2026-03-28,IND,2026-03-28
10552,OBJECT_552,DEBRIS,GEO,GEO,Low,65.58,0.06761,1993,19288,Very Long,5.31,2027-07-07,ESA,2026-03-28,CHN,2026-03-28
10553,OBJECT_553,DEBRIS,GEO,GEO,High,10.96,0.0405,2020,6206,Short,6.64,2027-07-08,CNSA,2026-03-28,CHN,2026-03-28
10554,OBJECT_554,DEBRIS,GEO,GEO,Moderate,90.8,0.09315,1970,4396,Short,13.31,2027-07-09,ISRO,2026-03-28,IND,2026-03-28
10555,OBJECT_555,PAYLOAD,GEO,GEO,High,69.89,0.0089,2022,15291,Long,10.33,2027-07-10,CNSA,2026-03-28,EU,2026-03-28
10556,OBJECT_556,PAYLOAD,GEO,GEO,High,22.39,0.05115,1980,3692,Very Long,11.13,2027-07-11,NASA,2026-03-28,RUS,2026-03-28
10557,OBJECT_557,PAYLOAD,GEO,GEO,Low,22.59,0.09185,1962,7471,Moderate,13.0,2027-07-12,NASA,2026-03-28,CHN,2026-03-28
10558,OBJECT_558,DEBRIS,GEO,GEO,High,22.11,0.09041,1969,3842,Long,2.45,2027-07-13,NASA,2026-03-28,EU,2026-03-28
10559,OBJECT_559,DEBRIS,GEO,GEO,High,6.84,0.01565,1986,4349,Very Long,14.25,2027-07-14,ESA,2026-03-28,EU,2026-03-28
10560,OBJECT_560,DEBRIS,GEO,LEO,Moderate,70.54,0.03666,1971,17777,Long,12.14,2027-07-15,NASA,2026-03-28,CHN,2026-03-28
10561,OBJECT_561,PAYLOAD,GEO,GEO,Low,100.84,0.06191,1966,6061,Long,10.03,2027-07-16,CNSA,2026-03-28,RUS,2026-03-28
10562,OBJECT_562,PAYLOAD,GEO,GEO,Low,2.1,0.01594,1976,15526,Long,15.18,2027-07-17,ISRO,2026-03-28,CHN,2026-03-28
10563,OBJECT_563,PAYLOAD,GEO,GEO,Moderate,5.88,0.0968,2024,4301,Moderate,12.06,2027-07-18,NASA,2026-03-28,EU,2026-03-28
10564,OBJECT_564,PAYLOAD,GEO,MEO,High,68.73,0.09147,2023,3339,Moderate,3.83,2027-07-19,ESA,2026-03-28,USA,2026-03-28
10565,OBJECT_565,DEBRIS,GEO,LEO,Low,98.34,0.0167,1985,5488,Short,7.59,2027-07-20,ISRO,2026-03-28,CHN,2026-03-28
10566,OBJECT_566,PAYLOAD,GEO,LEO,Low,39.21,0.01212,1974,3515,Short,8.65,2027-07-21,NASA,2026-03-28,EU,2026-03-28
10567,OBJECT_567,PAYLOAD,GEO,LEO,High,41.95,0.00854,1992,17144,Very Long,1.41,2027-07-22,NASA,2026-03-28,CHN,2026-03-28
10568,OBJECT_568,ROCKET_BODY,GEO,GEO,High,71.56,0.09094,2021,11281,Long,16.25,2027-07-23,ISRO,2026-03-28,EU,2026-03-28
10569,OBJECT_569,PAYLOAD,GEO,GEO,Low,32.91,0.01936,2006,10308,Very Long,2.62,2027-07-24,NASA,2026-03-28,RUS,2026-03-28
10570,OBJECT_570,DEBRIS,GEO,MEO,High,3.19,0.04163,1994,9916,Short,12.01,2027-07-25,ESA,2026-03-28,EU,2026-03-28
10571,OBJECT_571,DEBRIS,GEO,LEO,Low,88.23,0.04489,2024,11159,Moderate,8.85,2027-07-26,CNSA,2026-03-28,IND,2026-03-28
10572,OBJECT_572,PAYLOAD,GEO,GEO,High,75.08,0.0599,1984,8622,Short,0.92,2027-07-27,CNSA,2026-03-28,USA,2026-03-28
10573,OBJECT_573,DEBRIS,GEO,LEO,High,69.69,0.00717,2016,10548,Very Long,15.76,2027-07-28,ISRO,2026-03-28,EU,2026-03-28
10574,OBJECT_574,DEBRIS,GEO,MEO,Moderate,89.0,0.02268,1991,13486,Short,14.56,2027-07-29,CNSA,2026-03-28,CHN,2026-03-28
10575,OBJECT_575,ROCKET_BODY,GEO,MEO,High,81.03,0.09315,2022,2460,Very Long,9.15,2027-07-30,NASA,2026-03-28,CHN,2026-03-28
10576,OBJECT_576,PAYLOAD,GEO,MEO,Moderate,24.71,0.09084,1971,5274,Very Long,4.28,2027-07-31,NASA,2026-03-28,EU,2026-03-28
10577,OBJECT_577,ROCKET_BODY,GEO,LEO,High,42.3,0.07813,2022,18103,Very Long,2.51,2027-08-01,ESA,2026-03-28,IND,2026-03-28
10578,OBJECT_578,PAYLOAD,GEO,GEO,Low,15.13,0.00194,1960,9458,Very Long,6.5,2027-08-02,CNSA,2026-03-28,EU,2026-03-28
10579,OBJECT_579,PAYLOAD,GEO,GEO,Low,15.58,0.0327,2010,5424,Short,4.71,2027-08-03,ISRO,2026-03-28,RUS,2026-03-28
10580,OBJECT_580,PAYLOAD,GEO,MEO,High,81.14,0.0628,1967,17693,Very Long,8.86,2027-08-04,NASA,2026-03-28,IND,2026-03-28
10581,OBJECT_581,ROCKET_BODY,GEO,GEO,High,103.03,0.02752,1964,17435,Very Long,16.45,2027-08-05,ISRO,2026-03-28,EU,2026-03-28
10582,OBJECT_582,PAYLOAD,GEO,MEO,Low,115.53,0.09096,1998,5480,Long,9.99,2027-08-06,NASA,2026-03-28,USA,2026-03-28
10583,OBJECT_583,PAYLOAD,GEO,LEO,High,75.4,0.06339,1982,15420,Very Long,15.18,2027-08-07,NASA,2026-03-28,IND,2026-03-28
10584,OBJECT_584,DEBRIS,GEO,MEO,Moderate,22.09,0.00719,2011,2250,Short,11.24,2027-08-08,ESA,2026-03-28,EU,2026-03-28
10585,OBJECT_585,PAYLOAD,GEO,LEO,Moderate,12.68,0.0909,1963,2810,Very Long,8.34,2027-08-09,CNSA,2026-03-28,USA,2026-03-28
10586,OBJECT_586,PAYLOAD,GEO,MEO,Moderate,97.54,0.09578,2006,2922,Moderate,14.6,2027-08-10,ESA,2026-03-28,EU,2026-03-28
10587,OBJECT_587,PAYLOAD,GEO,GEO,Moderate,69.45,0.00777,1980,4677,Moderate,8.28,2027-08-11,CNSA,2026-03-28,RUS,2026-03-28
10588,OBJECT_588,PAYLOAD,GEO,GEO,Moderate,74.19,0.05324,2015,2418,Very Long,14.83,2027-08-12,ISRO,2026-03-28,CHN,2026-03-28
10589,OBJECT_589,PAYLOAD,GEO,MEO,High,93.78,0.03034,2025,16917,Moderate,5.31,2027-08-13,CNSA,2026-03-28,EU,2026-03-28
10590,OBJECT_590,PAYLOAD,GEO,GEO,High,84.39,0.03928,2018,13464,Moderate,2.63,2027-08-14,ISRO,2026-03-28,IND,2026-03-28
10591,OBJECT_591,DEBRIS,GEO,GEO,Moderate,100.13,0.01797,1966,8168,Short,14.61,2027-08-15,NASA,2026-03-28,EU,2026-03-28
10592,OBJECT_592,PAYLOAD,GEO,GEO,High,6.75,0.05781,2008,1470,Long,10.19,2027-08-16,ISRO,2026-03-28,EU,2026-03-28
10593,OBJECT_593,PAYLOAD,GEO,LEO,High,89.7,0.0958,1975,7293,Moderate,15.17,2027-08-17,ISRO,2026-03-28,EU,2026-03-28
10594,OBJECT_594,DEBRIS,GEO,GEO,Moderate,102.1,0.05031,1976,6932,Moderate,15.97,2027-08-18,NASA,2026-03-28,EU,2026-03-28
10595,OBJECT_595,PAYLOAD,GEO,LEO,High,34.34,0.00829,1993,19809,Long,1.38,2027-08-19,ISRO,2026-03-28,IND,2026-03-28
10596,OBJECT_596,DEBRIS,GEO,MEO,High,76.85,0.062,1992,1092,Long,8.77,2027-08-20,ISRO,2026-03-28,IND,2026-03-28
10597,OBJECT_597,PAYLOAD,GEO,GEO,High,37.7,0.03402,1985,16364,Moderate,6.69,2027-08-21,NASA,2026-03-28,EU,2026-03-28
10598,OBJECT_598,PAYLOAD,GEO,GEO,Moderate,114.96,0.08559,2025,261,Very Long,10.83,2027-08-22,NASA,2026-03-28,CHN,2026-03-28
10599,OBJECT_599,PAYLOAD,GEO,GEO,High,4.01,0.04347,2022,10457,Moderate,13.59,2027-08-23,NASA,2026-03-28,EU,2026-03-28
10600,OBJECT_600,PAYLOAD,GEO,MEO,Low,69.58,0.01928,2000,13436,Very Long,5.13,2027-08-24,CNSA,2026-03-28,IND,2026-03-28
10601,OBJECT_601,PAYLOAD,GEO,LEO,Low,19.98,0.01911,2017,9378,Very Long,9.69,2027-08-25,NASA,2026-03-28,RUS,2026-03-28
10602,OBJECT_602,PAYLOAD,GEO,LEO,Moderate,85.47,0.07688,1969,15814,Very Long,12.19,2027-08-26,NASA,2026-03-28,EU,2026-03-28
10603,OBJECT_603,PAYLOAD,GEO,GEO,Low,21.11,0.02656,1974,4302,Long,2.72,2027-08-27,ISRO,2026-03-28,EU,2026-03-28
10604,OBJECT_604,PAYLOAD,GEO,MEO,Moderate,28.25,0.07672,2001,7208,Moderate,13.93,2027-08-28,ESA,2026-03-28,EU,2026-03-28
10605,OBJECT_605,PAYLOAD,GEO,MEO,Low,59.32,0.02059,2016,16477,Moderate,10.5,2027-08-29,ESA,2026-03-28,EU,2026-03-28
10606,OBJECT_606,PAYLOAD,GEO,MEO,Low,109.78,0.03217,1976,8557,Short,16.17,2027-08-30,CNSA,2026-03-28,USA,2026-03-28
10607,OBJECT_607,PAYLOAD,GEO,MEO,Low,25.41,0.04655,2019,13796,Long,6.1,2027-08-31,CNSA,2026-03-28,EU,2026-03-28
10608,OBJECT_608,DEBRIS,GEO,MEO,Moderate,17.31,0.09432,1968,6126,Short,2.28,2027-09-01,ESA,2026-03-28,IND,2026-03-28
10609,OBJECT_609,DEBRIS,GEO,LEO,Moderate,91.08,0.09317,1995,1925,Short,8.86,2027-09-02,ESA,2026-03-28,IND,2026-03-28
10610,OBJECT_610,PAYLOAD,GEO,LEO,High,60.07,0.02069,1995,19480,Very Long,1.92,2027-09-03,NASA,2026-03-28,USA,2026-03-28
10611,OBJECT_611,DEBRIS,GEO,LEO,Moderate,109.41,0.03582,2007,6684,Long,16.5,2027-09-04,ISRO,2026-03-28,EU,2026-03-28
10612,OBJECT_612,DEBRIS,GEO,GEO,Low,17.59,0.01494,2010,18923,Short,1.14,2027-09-05,NASA,2026-03-28,CHN,2026-03-28
10613,OBJECT_613,PAYLOAD,GEO,MEO,Low,77.51,0.051,1981,18661,Moderate,12.93,2027-09-06,CNSA,2026-03-28,EU,2026-03-28
10614,OBJECT_614,DEBRIS,GEO,GEO,Moderate,27.95,0.04606,1965,13332,Short,9.16,2027-09-07,ESA,2026-03-28,IND,2026-03-28
10615,OBJECT_615,ROCKET_BODY,GEO,MEO,Moderate,18.81,0.09008,1985,9946,Long,6.58,2027-09-08,CNSA,2026-03-28,RUS,2026-03-28
10616,OBJECT_616,PAYLOAD,GEO,LEO,Moderate,82.01,0.093,1962,17295,Moderate,1.59,2027-09-09,NASA,2026-03-28,RUS,2026-03-28
10617,OBJECT_617,PAYLOAD,GEO,GEO,High,71.24,0.03836,2011,307,Moderate,10.77,2027-09-10,CNSA,2026-03-28,CHN,2026-03-28
10618,OBJECT_618,DEBRIS,GEO,LEO,Low,90.58,0.04917,2019,4232,Moderate,10.16,2027-09-11,CNSA,2026-03-28,EU,2026-03-28
10619,OBJECT_619,DEBRIS,GEO,MEO,High,37.14,0.08962,2022,6029,Very Long,5.13,2027-09-12,ISRO,2026-03-28,USA,2026-03-28
10620,OBJECT_620,PAYLOAD,GEO,MEO,High,53.76,0.08067,2024,12208,Moderate,15.52,2027-09-13,CNSA,2026-03-28,EU,2026-03-28
10621,OBJECT_621,PAYLOAD,GEO,MEO,Low,48.66,0.00037,2011,6659,Very Long,5.52,2027-09-14,NASA,2026-03-28,CHN,2026-03-28
10622,OBJECT_622,PAYLOAD,GEO,LEO,Low,118.09,0.03201,1973,6337,Very Long,7.92,2027-09-15,ISRO,2026-03-28,CHN,2026-03-28
10623,OBJECT_623,PAYLOAD,GEO,MEO,Moderate,35.07,0.04218,1987,13897,Short,9.47,2027-09-16,CNSA,2026-03-28,CHN,2026-03-28
10624,OBJECT_624,DEBRIS,GEO,LEO,Moderate,35.38,0.02297,1969,9631,Short,2.15,2027-09-17,NASA,2026-03-28,RUS,2026-03-28
10625,OBJECT_625,PAYLOAD,MEO,GEO,High,42.55,0.01996,2016,17257,Moderate,15.88,2027-09-18,ESA,2026-03-28,EU,2026-03-28
10626,OBJECT_626,PAYLOAD,GEO,MEO,Moderate,67.75,0.00378,2025,1142,Long,6.68,2027-09-19,ISRO,2026-03-28,EU,2026-03-28
10627,OBJECT_627,DEBRIS,GEO,MEO,Moderate,30.28,0.06434,2009,17050,Moderate,1.83,2027-09-20,CNSA,2026-03-28,USA,2026-03-28
10628,OBJECT_628,PAYLOAD,GEO,MEO,Low,109.83,0.02625,1973,8401,Short,6.89,2027-09-21,CNSA,2026-03-28,CHN,2026-03-28
10629,OBJECT_629,PAYLOAD,GEO,GEO,Low,31.88,0.00523,1975,952,Moderate,10.4,2027-09-22,ISRO,2026-03-28,CHN,2026-03-28
10630,OBJECT_630,DEBRIS,GEO,MEO,Moderate,107.5,0.0231,2013,9250,Short,8.98,2027-09-23,NASA,2026-03-28,IND,2026-03-28
10631,OBJECT_631,DEBRIS,MEO,LEO,Low,12.42,0.08019,2002,12937,Moderate,11.96,2027-09-24,CNSA,2026-03-28,IND,2026-03-28
10632,OBJECT_632,DEBRIS,GEO,LEO,Moderate,78.79,0.08515,2001,14456,Long,1.42,2027-09-25,NASA,2026-03-28,RUS,2026-03-28
10633,OBJECT_633,DEBRIS,GEO,MEO,Low,108.84,0.04831,1981,4723,Moderate,5.19,2027-09-26,ISRO,2026-03-28,EU,2026-03-28
10634,OBJECT_634,PAYLOAD,GEO,MEO,Low,20.25,0.04161,1978,12813,Long,14.02,2027-09-27,CNSA,2026-03-28,USA,2026-03-28
10635,OBJECT_635,PAYLOAD,MEO,GEO,Low,116.2,0.09779,2025,4009,Long,1.82,2027-09-28,ESA,2026-03-28,USA,2026-03-28
10636,OBJECT_636,DEBRIS,GEO,GEO,Low,54.35,0.02006,1998,10061,Moderate,14.62,2027-09-29,ESA,2026-03-28,CHN,2026-03-28
10637,OBJECT_637,PAYLOAD,MEO,GEO,Moderate,113.49,0.02154,1978,13057,Long,2.02,2027-09-30,ESA,2026-03-28,USA,2026-03-28
10638,OBJECT_638,PAYLOAD,GEO,MEO,High,81.22,0.02919,1975,6656,Long,14.27,2027-10-01,ISRO,2026-03-28,CHN,2026-03-28
10639,OBJECT_639,PAYLOAD,GEO,GEO,Low,36.19,0.01728,2013,17156,Short,6.45,2027-10-02,CNSA,2026-03-28,EU,2026-03-28
10640,OBJECT_640,PAYLOAD,MEO,GEO,Moderate,22.6,0.03794,1984,13028,Short,10.6,2027-10-03,ISRO,2026-03-28,USA,2026-03-28
10641,OBJECT_641,PAYLOAD,GEO,LEO,Moderate,36.45,0.09108,1977,4031,Long,3.02,2027-10-04,CNSA,2026-03-28,CHN,2026-03-28
10642,OBJECT_642,PAYLOAD,GEO,GEO,Low,11.16,0.06153,1982,522,Very Long,1.59,2027-10-05,ESA,2026-03-28,EU,2026-03-28
10643,OBJECT_643,PAYLOAD,GEO,LEO,High,17.26,0.04119,1970,19740,Moderate,4.06,2027-10-06,ESA,2026-03-28,EU,2026-03-28
10644,OBJECT_644,PAYLOAD,GEO,LEO,Low,12.56,0.09344,1998,1401,Long,2.61,2027-10-07,NASA,2026-03-28,CHN,2026-03-28
10645,OBJECT_645,DEBRIS,GEO,GEO,Moderate,50.75,0.00485,1984,11931,Moderate,5.65,2027-10-08,ISRO,2026-03-28,CHN,2026-03-28
10646,OBJECT_646,DEBRIS,GEO,LEO,High,95.47,0.02103,2022,3724,Short,8.99,2027-10-09,ISRO,2026-03-28,RUS,2026-03-28
10647,OBJECT_647,DEBRIS,GEO,MEO,Moderate,16.97,0.05659,1989,6580,Moderate,10.21,2027-10-10,NASA,2026-03-28,EU,2026-03-28
10648,OBJECT_648,DEBRIS,GEO,MEO,Low,15.64,0.06156,2004,19632,Long,13.53,2027-10-11,ESA,2026-03-28,CHN,2026-03-28
10649,OBJECT_649,PAYLOAD,GEO,GEO,High,77.21,0.00396,2020,18243,Long,11.33,2027-10-12,ESA,2026-03-28,EU,2026-03-28
10650,OBJECT_650,PAYLOAD,GEO,MEO,Moderate,23.66,0.0403,2010,4782,Long,10.54,2027-10-13,ISRO,2026-03-28,USA,2026-03-28
10651,OBJECT_651,DEBRIS,GEO,LEO,Moderate,11.71,0.06492,1968,12874,Long,7.29,2027-10-14,CNSA,2026-03-28,IND,2026-03-28
10652,OBJECT_652,DEBRIS,GEO,MEO,Moderate,20.02,0.06981,1961,18783,Very Long,8.32,2027-10-15,ESA,2026-03-28,IND,2026-03-28
10653,OBJECT_653,DEBRIS,GEO,GEO,Low,110.85,0.06381,1964,16527,Very Long,7.34,2027-10-16,NASA,2026-03-28,CHN,2026-03-28
10654,OBJECT_654,PAYLOAD,GEO,GEO,High,98.58,0.03206,2021,11044,Very Long,14.4,2027-10-17,NASA,2026-03-28,CHN,2026-03-28
10655,OBJECT_655,PAYLOAD,GEO,LEO,Low,42.49,0.00935,2011,19854,Long,4.3,2027-10-18,NASA,2026-03-28,EU,2026-03-28
10656,OBJECT_656,PAYLOAD,GEO,GEO,Low,78.7,0.04271,1964,16376,Very Long,0.59,2027-10-19,ISRO,2026-03-28,CHN,2026-03-28
10657,OBJECT_657,PAYLOAD,GEO,MEO,Low,64.47,0.01288,2018,17102,Moderate,11.25,2027-10-20,ISRO,2026-03-28,EU,2026-03-28
10658,OBJECT_658,DEBRIS,GEO,GEO,High,81.25,0.09476,1968,643,Long,3.84,2027-10-21,ISRO,2026-03-28,CHN,2026-03-28
10659,OBJECT_659,DEBRIS,GEO,LEO,Low,81.92,0.04752,1981,18933,Short,15.19,2027-10-22,ISRO,2026-03-28,EU,2026-03-28
10660,OBJECT_660,PAYLOAD,GEO,GEO,Low,75.45,0.03173,1986,11886,Long,14.67,2027-10-23,NASA,2026-03-28,CHN,2026-03-28
10661,OBJECT_661,ROCKET_BODY,GEO,MEO,Low,31.93,0.07663,1969,7550,Moderate,1.77,2027-10-24,NASA,2026-03-28,RUS,2026-03-28
10662,OBJECT_662,DEBRIS,GEO,LEO,Low,4.68,0.04979,2020,13398,Very Long,2.26,2027-10-25,ISRO,2026-03-28,EU,2026-03-28
10663,OBJECT_663,PAYLOAD,GEO,MEO,Moderate,54.67,0.031,2010,15075,Long,8.67,2027-10-26,ISRO,2026-03-28,RUS,2026-03-28
10664,OBJECT_664,PAYLOAD,GEO,LEO,Low,106.92,0.0812,1969,13772,Very Long,10.55,2027-10-27,NASA,2026-03-28,RUS,2026-03-28
10665,OBJECT_665,PAYLOAD,MEO,GEO,Moderate,68.34,0.08672,1965,950,Long,5.04,2027-10-28,ISRO,2026-03-28,RUS,2026-03-28
10666,OBJECT_666,PAYLOAD,GEO,LEO,Low,99.89,0.0673,2021,16906,Moderate,12.33,2027-10-29,ISRO,2026-03-28,RUS,2026-03-28
10667,OBJECT_667,PAYLOAD,GEO,LEO,High,118.99,0.0047,1964,14733,Long,10.32,2027-10-30,ISRO,2026-03-28,USA,2026-03-28
10668,OBJECT_668,PAYLOAD,GEO,GEO,Moderate,19.63,0.05663,2022,16739,Very Long,5.86,2027-10-31,ISRO,2026-03-28,IND,2026-03-28
10669,OBJECT_669,PAYLOAD,GEO,MEO,Moderate,83.01,0.07633,2015,17867,Very Long,0.92,2027-11-01,ESA,2026-03-28,USA,2026-03-28
10670,OBJECT_670,PAYLOAD,GEO,GEO,Moderate,80.92,0.01365,2018,9840,Moderate,12.88,2027-11-02,ISRO,2026-03-28,CHN,2026-03-28
10671,OBJECT_671,DEBRIS,GEO,LEO,Moderate,117.59,0.02287,2022,12824,Long,4.04,2027-11-03,NASA,2026-03-28,CHN,2026-03-28
10672,OBJECT_672,PAYLOAD,MEO,GEO,High,118.27,0.08825,2018,18600,Short,14.27,2027-11-04,NASA,2026-03-28,IND,2026-03-28
10673,OBJECT_673,DEBRIS,GEO,LEO,Low,82.4,0.00201,2010,18922,Long,7.43,2027-11-05,NASA,2026-03-28,IND,2026-03-28
10674,OBJECT_674,PAYLOAD,GEO,GEO,Moderate,29.23,0.07527,2009,14691,Moderate,10.02,2027-11-06,NASA,2026-03-28,IND,2026-03-28
